cell_id,lat,lon,land_use_hint,max_utci_c,mean_utci_c,p90_utci_c,max_wbgt_proxy_c,mean_wbgt_proxy_c,p90_wbgt_proxy_c,moderate_wbgt_hours,high_wbgt_hours,strong_utci_hours,very_strong_utci_hours,extreme_utci_hours,gvi_percent,svf,shade_fraction,building_density,road_fraction,elderly_proxy,outdoor_exposure_proxy,forecast_hours,hazard_utci_intensity_score,hazard_utci_duration_score,hazard_utci_relative_score,hazard_wbgt_relative_score,hazard_wbgt_intensity_score,hazard_wbgt_moderate_duration_score,hazard_wbgt_high_duration_score,hazard_wbgt_duration_score,hazard_score,vulnerability_score,exposure_score,risk_priority_score,peak_utci_category,peak_wbgt_category_sg,rank
TP_015,1.3324,103.8537,HDB/residential,40.6,34.9125,38.8,31.2098007470486,28.33617133532181,30.087108339812517,3,0,88,20,0,9.92,0.565,0.378,0.512,0.467,0.237,0.72,96,0.7300000000000001,0.9166666666666666,0.8466666666666667,0.9333333333333333,0.526225093381075,0.16666666666666666,0.0,0.10833333333333334,0.7554558426714408,0.9111111111111111,0.9333333333333333,0.8179381780118489,very strong heat stress,moderate,1
TP_035,1.339,103.8511,HDB/residential,40.7,34.9375,38.9,31.209193553618427,28.327926115768367,30.086343007987963,3,0,88,20,0,5.54,0.559,0.362,0.556,0.301,0.263,0.484,96,0.7350000000000001,0.9166666666666666,0.9144444444444444,0.9111111111111111,0.5261491942023033,0.16666666666666666,0.0,0.10833333333333334,0.7664760305313415,1.0,0.4444444444444444,0.7718818055960984,very strong heat stress,moderate,2
TP_041,1.3412,103.8511,mixed,40.7,34.64791666666667,38.849999999999994,31.163207566844626,28.21781482686993,30.039963071616494,3,0,72,18,0,11.95,0.772,0.335,0.496,0.348,0.238,0.625,96,0.7350000000000001,0.75,0.8466666666666667,0.8222222222222222,0.5204009458555783,0.16666666666666666,0.0,0.10833333333333334,0.7056234279188911,0.9333333333333333,0.7333333333333333,0.7621531919763792,very strong heat stress,moderate,3
TP_009,1.3302,103.8563,HDB/residential,40.5,34.77291666666667,38.7,31.143022779002983,28.271569591839434,30.02175486179312,3,0,80,17,0,10.19,0.635,0.408,0.545,0.348,0.198,0.815,96,0.725,0.8333333333333334,0.7377777777777778,0.7555555555555555,0.5178778473753729,0.16666666666666666,0.0,0.10833333333333334,0.6649822291819818,0.7,1.0,0.7232889820928288,very strong heat stress,moderate,4
TP_019,1.3324,103.8641,HDB/residential,40.6,35.041666666666664,38.8,31.19730356142635,28.35992652849202,30.079049752054694,3,0,90,20,0,4.74,0.372,0.37,0.508,0.393,0.193,0.572,96,0.7300000000000001,0.9375,0.8688888888888889,0.8888888888888888,0.5246629451782936,0.16666666666666666,0.0,0.10833333333333334,0.7496051834067183,0.5777777777777777,0.6222222222222222,0.6909774359343877,very strong heat stress,moderate,5
TP_010,1.3302,103.8589,HDB/residential,41.0,35.067708333333336,39.1,31.318963703471,28.406602805993845,30.19347229702891,4,0,88,24,0,2.0,0.601,0.321,0.5,0.395,0.185,0.391,96,0.75,0.9166666666666666,1.0,1.0,0.5398704629338749,0.2222222222222222,0.0,0.14444444444444443,0.8214870462933875,0.5333333333333333,0.3333333333333333,0.681988635368567,very strong heat stress,moderate,6
TP_006,1.3302,103.8485,HDB/residential,40.8,34.916666666666664,38.95,31.187757777782085,28.285153277079996,30.064576681305013,3,0,87,21,0,10.14,0.495,0.295,0.528,0.344,0.157,0.657,96,0.7399999999999999,0.90625,0.9422222222222223,0.8666666666666667,0.5234697222227607,0.16666666666666666,0.0,0.10833333333333334,0.7595275277778315,0.3111111111111111,0.8222222222222222,0.6657959561111444,very strong heat stress,moderate,7
TP_017,1.3324,103.8589,HDB/residential,40.9,34.95520833333333,39.05,31.21364078986278,28.288527904217293,30.08964544591226,3,0,87,21,0,3.11,0.518,0.263,0.514,0.23,0.134,0.636,96,0.7449999999999999,0.90625,0.971111111111111,0.9555555555555556,0.5267050987328474,0.16666666666666666,0.0,0.10833333333333334,0.7944899543177291,0.2,0.7777777777777778,0.6552504383436587,very strong heat stress,moderate,8
TP_026,1.3346,103.8641,HDB/residential,40.5,34.60729166666667,38.7,31.079522649918644,28.165718996034084,29.95838704059657,1,0,74,17,0,16.28,0.666,0.349,0.514,0.375,0.206,0.592,96,0.725,0.7708333333333334,0.6844444444444444,0.6888888888888889,0.5099403312398305,0.05555555555555555,0.0,0.03611111111111111,0.6179384775684275,0.7333333333333333,0.6444444444444445,0.6484551894257583,very strong heat stress,moderate,9
TP_032,1.3368,103.8615,HDB/residential,40.5,34.95520833333333,38.7,31.214771188322,28.385534741624056,30.09804626527199,3,0,90,19,0,3.79,0.595,0.467,0.59,0.332,0.184,0.472,96,0.725,0.9375,0.7755555555555556,0.9777777777777777,0.5268463985402501,0.16666666666666666,0.0,0.10833333333333334,0.7524068620762473,0.5111111111111111,0.4222222222222222,0.6473811433761623,very strong heat stress,moderate,10
TP_044,1.3412,103.8589,mixed,40.4,34.776041666666664,38.7,31.04805109612809,28.185299176169988,29.928400661981776,1,0,82,16,0,9.05,0.385,0.326,0.471,0.289,0.196,0.627,96,0.72,0.8541666666666666,0.6644444444444444,0.6222222222222222,0.5060063870160114,0.05555555555555555,0.0,0.03611111111111111,0.6001284164793789,0.6444444444444445,0.7555555555555555,0.6336351737727705,very strong heat stress,moderate,11
TP_038,1.339,103.8589,HDB/residential,40.4,34.653124999999996,38.650000000000006,31.06621807218206,28.178741736883143,29.94587204090028,1,0,76,17,0,14.59,0.606,0.372,0.547,0.295,0.217,0.523,96,0.72,0.7916666666666666,0.6111111111111112,0.6444444444444445,0.5082772590227576,0.05555555555555555,0.0,0.03611111111111111,0.5874388370133868,0.8,0.4888888888888889,0.6215454122816332,very strong heat stress,moderate,12
TP_027,1.3368,103.8485,HDB/residential,40.4,34.81041666666667,38.6,31.183562074542422,28.342868817929073,30.062676929713547,3,0,87,17,0,13.65,0.666,0.468,0.52,0.55,0.164,0.621,96,0.72,0.90625,0.6166666666666667,0.8444444444444444,0.5229452593178028,0.16666666666666666,0.0,0.10833333333333334,0.6684195259317802,0.4,0.7111111111111111,0.6130867727443704,very strong heat stress,moderate,13
TP_042,1.3412,103.8537,HDB/residential,40.1,34.619791666666664,38.4,30.969913244341438,28.145106144601286,29.857057552039734,0,0,80,14,0,15.68,0.447,0.433,0.526,0.32,0.229,0.612,96,0.7050000000000001,0.8333333333333334,0.4155555555555555,0.4444444444444444,0.4962391555426797,0.0,0.0,0.0,0.47592947110982353,0.8666666666666667,0.6888888888888889,0.5977429387547573,very strong heat stress,low,14
TP_013,1.3324,103.8485,HDB/residential,40.7,34.859375,38.9,31.156782530853786,28.254266655290916,30.034249539620944,3,0,81,19,0,10.93,0.51,0.303,0.51,0.351,0.163,0.434,96,0.7350000000000001,0.84375,0.9011111111111111,0.8,0.5195978163567232,0.16666666666666666,0.0,0.10833333333333334,0.7218625594134501,0.37777777777777777,0.35555555555555557,0.5877770090585613,very strong heat stress,moderate,15
TP_023,1.3346,103.8563,HDB/residential,40.5,34.61145833333333,38.650000000000006,31.14797517373869,28.244136184623073,30.026155679032563,3,0,73,17,0,9.47,0.827,0.415,0.521,0.356,0.126,0.688,96,0.725,0.7604166666666666,0.6622222222222222,0.7777777777777778,0.5184968967173362,0.16666666666666666,0.0,0.10833333333333334,0.6455302452272892,0.17777777777777778,0.8888888888888888,0.5744509742631415,very strong heat stress,moderate,16
TP_022,1.3346,103.8537,mixed,40.4,34.74375,38.6,31.040237876280262,28.176526113027247,29.920869422849066,1,0,81,16,0,6.56,0.435,0.348,0.5,0.21,0.194,0.549,96,0.72,0.84375,0.5988888888888888,0.5777777777777777,0.5050297345350327,0.05555555555555555,0.0,0.03611111111111111,0.5692668623423921,0.6,0.5333333333333333,0.5709454546522831,very strong heat stress,moderate,17
TP_024,1.3346,103.8589,HDB/residential,40.4,34.62916666666667,38.6,31.025795202820646,28.14362150493991,29.906326573628164,1,0,76,16,0,13.36,0.537,0.356,0.501,0.327,0.158,0.733,96,0.72,0.7916666666666666,0.5722222222222222,0.5555555555555556,0.5032244003525808,0.05555555555555555,0.0,0.03611111111111111,0.5505446622574802,0.3333333333333333,0.9555555555555556,0.5613376905996378,very strong heat stress,moderate,18
TP_004,1.328,103.8589,mixed,40.5,34.62083333333333,38.650000000000006,31.046005164626113,28.147112027534174,29.925958282501963,1,0,74,17,0,10.57,0.586,0.345,0.467,0.279,0.15,0.672,96,0.725,0.7708333333333334,0.6755555555555555,0.6,0.5057506455782641,0.05555555555555555,0.0,0.03611111111111111,0.5886306201133819,0.26666666666666666,0.8666666666666667,0.5562843178036301,very strong heat stress,moderate,19
TP_029,1.3368,103.8537,mixed,40.4,34.79479166666667,38.7,31.077779579886943,28.21639727519337,29.95762083810898,1,0,85,17,0,11.47,0.425,0.347,0.485,0.357,0.143,0.656,96,0.72,0.8854166666666666,0.6688888888888889,0.6666666666666666,0.5097224474858679,0.05555555555555555,0.0,0.03611111111111111,0.6180694669708089,0.2222222222222222,0.8,0.5543141806330126,very strong heat stress,moderate,20
TP_007,1.3302,103.8511,HDB/residential,40.2,34.541666666666664,38.45,30.94306737754553,28.071334739930094,29.82536333367947,0,0,76,15,0,12.47,0.496,0.361,0.515,0.159,0.232,0.462,96,0.7100000000000002,0.7916666666666666,0.43777777777777777,0.37777777777777777,0.49288342219319103,0.0,0.0,0.0,0.45773278666376355,0.8888888888888888,0.4,0.5482387721759778,very strong heat stress,low,21
TP_011,1.3302,103.8615,mixed,40.1,34.49166666666667,38.349999999999994,30.924700150266812,28.069921697190953,29.80770284683848,0,0,75,14,0,18.53,0.507,0.398,0.486,0.329,0.226,0.569,96,0.7050000000000001,0.78125,0.3588888888888889,0.3111111111111111,0.4905875187833515,0.0,0.0,0.0,0.41598930743389073,0.8444444444444444,0.6,0.5421355928312345,very strong heat stress,low,22
TP_021,1.3346,103.8511,mixed,39.8,34.40833333333333,38.1,30.853443751904432,28.051141655772962,29.749043932853965,0,0,75,11,0,17.24,0.478,0.491,0.455,0.363,0.221,0.758,96,0.6899999999999998,0.78125,0.16,0.17777777777777778,0.48168046898805406,0.0,0.0,0.0,0.3231263802321387,0.8222222222222222,0.9777777777777777,0.5361161335217037,very strong heat stress,low,23
TP_037,1.339,103.8563,HDB/residential,40.4,34.671875,38.6,31.018542038251937,28.143931448797606,29.89931678318186,1,0,77,16,0,9.78,0.476,0.345,0.518,0.19,0.198,0.367,96,0.72,0.8020833333333334,0.59,0.5333333333333333,0.5023177547814921,0.05555555555555555,0.0,0.03611111111111111,0.5492734421448159,0.7,0.2,0.5315495341297859,very strong heat stress,moderate,24
TP_001,1.328,103.8511,HDB/residential,40.1,34.329166666666666,38.25,30.92757422238565,28.055867736085975,29.81047435972355,0,0,72,14,0,19.08,0.726,0.44,0.516,0.289,0.259,0.442,96,0.7050000000000001,0.75,0.2911111111111111,0.3333333333333333,0.4909467777982064,0.0,0.0,0.0,0.4026224555575984,0.9777777777777777,0.37777777777777777,0.5311814780012666,very strong heat stress,low,25
TP_012,1.3302,103.8641,mixed,40.6,34.659375000000004,38.75,31.109742480058177,28.198468251700913,29.98825610898201,3,0,74,17,0,11.84,0.656,0.349,0.465,0.371,0.16,0.354,96,0.7300000000000001,0.7708333333333334,0.7933333333333333,0.7333333333333333,0.5137178100072721,0.16666666666666666,0.0,0.10833333333333334,0.666288447667394,0.35555555555555557,0.17777777777777778,0.5215432819982287,very strong heat stress,moderate,26
TP_040,1.339,103.8641,HDB/residential,40.0,34.58020833333333,38.3,30.988530970614452,28.171909018117514,29.87784559692762,0,0,78,14,0,17.2,0.551,0.482,0.532,0.395,0.196,0.514,96,0.7,0.8125,0.33,0.4666666666666667,0.4985663713268065,0.0,0.0,0.0,0.45860663713268063,0.6444444444444445,0.4666666666666667,0.5025583372444842,very strong heat stress,low,27
TP_045,1.3412,103.8615,HDB/residential,40.1,34.61354166666667,38.35,30.95886019485784,28.133507237032603,29.84595308073272,0,0,80,14,0,15.56,0.433,0.427,0.534,0.287,0.196,0.251,96,0.7050000000000001,0.8333333333333334,0.4044444444444445,0.4,0.4948575243572302,0.0,0.0,0.0,0.4596801968801675,0.6444444444444445,0.1111111111111111,0.44989061095459276,very strong heat stress,low,28
TP_025,1.3346,103.8615,HDB/residential,40.4,34.58229166666667,38.6,31.011403112815163,28.111966522868737,29.891890617822774,1,0,74,16,0,11.72,0.579,0.342,0.515,0.2,0.183,0.213,96,0.72,0.7708333333333334,0.5455555555555556,0.5111111111111111,0.5014253891018954,0.05555555555555555,0.0,0.03611111111111111,0.5282814277990784,0.4777777777777778,0.06666666666666667,0.44742337412431754,very strong heat stress,moderate,29
TP_033,1.3368,103.8641,HDB/residential,40.6,34.717708333333334,38.75,31.10914919293498,28.208409133767038,29.987683498247243,3,0,76,18,0,12.64,0.614,0.351,0.558,0.273,0.098,0.227,96,0.7300000000000001,0.7916666666666666,0.8022222222222223,0.7111111111111111,0.5136436491168723,0.16666666666666666,0.0,0.10833333333333334,0.6639199204672428,0.06666666666666667,0.08888888888888889,0.4402970173563571,very strong heat stress,moderate,30
TP_039,1.339,103.8615,mixed,39.8,34.432291666666664,38.1,30.876192557279282,28.062023923909113,29.767426056653157,0,0,76,12,0,17.43,0.493,0.472,0.496,0.309,0.169,0.662,96,0.6899999999999998,0.7916666666666666,0.1688888888888889,0.24444444444444444,0.48452406965991024,0.0,0.0,0.0,0.3466746291882132,0.4222222222222222,0.8444444444444444,0.43871604787446994,very strong heat stress,low,31
TP_031,1.3368,103.8589,mixed,40.4,34.487500000000004,38.6,31.001317779357443,28.082414316475308,29.881678524123856,1,0,72,16,0,13.83,0.649,0.336,0.469,0.261,0.156,0.372,96,0.72,0.75,0.5188888888888888,0.4888888888888889,0.5001647224196804,0.05555555555555555,0.0,0.03611111111111111,0.5127386944641902,0.28888888888888886,0.23333333333333334,0.4193424350122423,very strong heat stress,moderate,32
TP_034,1.339,103.8485,mixed,39.8,34.340624999999996,38.1,30.790443178626816,27.96641780799295,29.6792348883352,0,0,73,11,0,19.38,0.411,0.426,0.479,0.23,0.252,0.178,96,0.6899999999999998,0.7604166666666666,0.15555555555555556,0.06666666666666667,0.47380539732835203,0.0,0.0,0.0,0.28581109528839077,0.9555555555555556,0.044444444444444446,0.4036473235232467,very strong heat stress,low,33
TP_028,1.3368,103.8511,mixed,39.8,34.44375,38.1,30.89453520618138,28.090285867026424,29.788890170865436,0,0,75,13,0,8.94,0.55,0.507,0.463,0.281,0.214,0.156,96,0.6899999999999998,0.78125,0.17777777777777778,0.26666666666666666,0.4868169007726726,0.0,0.0,0.0,0.35475113452171164,0.7777777777777778,0.022222222222222223,0.4021679256256835,very strong heat stress,low,34
TP_016,1.3324,103.8563,HDB/residential,39.7,34.415625,38.05,30.81411313701104,28.019772954857995,29.713087755135618,0,0,76,10,0,17.5,0.39,0.48,0.552,0.167,0.21,0.382,96,0.6850000000000002,0.7916666666666666,0.09333333333333334,0.1111111111111111,0.4767641421263802,0.0,0.0,0.0,0.2862597475459714,0.7555555555555555,0.28888888888888886,0.3945921545896134,very strong heat stress,low,35
TP_036,1.339,103.8537,HDB/residential,39.4,34.3125,37.8,30.758279834737763,28.006586852483267,29.672254269683815,0,0,76,9,0,18.85,0.423,0.58,0.508,0.323,0.172,0.701,96,0.6699999999999999,0.7916666666666666,0.035555555555555556,0.044444444444444446,0.4697849793422204,0.0,0.0,0.0,0.24886738682311094,0.4444444444444444,0.9111111111111111,0.39318666871921765,very strong heat stress,low,36
TP_030,1.3368,103.8563,HDB/residential,40.2,34.276041666666664,38.349999999999994,30.863107781899632,27.95543617261021,29.74614164176778,0,0,70,14,0,21.58,0.636,0.353,0.514,0.188,0.147,0.552,96,0.7100000000000002,0.7291666666666666,0.33555555555555555,0.2,0.48288847273745406,0.0,0.0,0.0,0.37159440282930106,0.24444444444444444,0.5555555555555556,0.36994408530972217,very strong heat stress,low,37
TP_043,1.3412,103.8563,mixed,39.9,34.303125,38.2,30.81192866778545,27.952878470654866,29.697065892236328,0,0,72,13,0,18.52,0.51,0.394,0.455,0.214,0.192,0.389,96,0.695,0.75,0.21777777777777776,0.08888888888888889,0.47649108347318103,0.0,0.0,0.0,0.3080102194584292,0.5555555555555556,0.3111111111111111,0.3654107805086706,very strong heat stress,low,38
TP_002,1.328,103.8537,mixed,40.1,34.51354166666667,38.3,30.932150641686988,28.091307651229098,29.815487160725446,0,0,76,14,0,13.97,0.503,0.423,0.471,0.313,0.094,0.563,96,0.7050000000000001,0.7916666666666666,0.35444444444444445,0.35555555555555557,0.4915188302108735,0.0,0.0,0.0,0.4293463274655318,0.044444444444444446,0.5777777777777777,0.36308361191751864,very strong heat stress,low,39
TP_020,1.3346,103.8485,mixed,39.8,34.49375,38.1,30.899391214348267,28.108488292502944,29.79868287779167,0,0,77,11,0,12.85,0.474,0.511,0.462,0.349,0.12,0.609,96,0.6899999999999998,0.8020833333333334,0.2,0.28888888888888886,0.48742390179353334,0.0,0.0,0.0,0.3691173901793533,0.13333333333333333,0.6666666666666666,0.35951944857786566,very strong heat stress,low,40
TP_008,1.3302,103.8537,mixed,40.3,34.434374999999996,38.45,30.96485797631324,28.064309816931967,29.84644235371458,0,0,72,15,0,13.05,0.661,0.372,0.46,0.245,0.125,0.306,96,0.7149999999999999,0.75,0.41888888888888887,0.4222222222222222,0.49560724703915504,0.0,0.0,0.0,0.4631996135928043,0.15555555555555556,0.15555555555555556,0.3462948715386498,very strong heat stress,low,41
TP_003,1.328,103.8563,mixed,39.8,34.459375,38.1,30.846677740639564,28.05070310868982,29.744951231144857,0,0,77,11,0,12.01,0.399,0.479,0.445,0.265,0.183,0.279,96,0.6899999999999998,0.8020833333333334,0.18666666666666668,0.13333333333333333,0.48083471757994545,0.0,0.0,0.0,0.3184584717579945,0.4777777777777778,0.13333333333333333,0.3273331413788455,very strong heat stress,low,42
TP_018,1.3324,103.8615,mixed,39.9,34.458333333333336,38.2,30.866504577601038,28.044254041862967,29.75538062867443,0,0,76,13,0,15.44,0.425,0.433,0.463,0.274,0.1,0.372,96,0.695,0.7916666666666666,0.2622222222222222,0.2222222222222222,0.48331307220012976,0.0,0.0,0.0,0.36397019610890186,0.08888888888888889,0.23333333333333334,0.2811059660319636,very strong heat stress,low,43
TP_014,1.3324,103.8511,mixed,39.8,34.31458333333333,38.1,30.84767771001809,28.021750997394562,29.734531521656656,0,0,72,11,0,20.49,0.587,0.479,0.494,0.332,0.084,0.527,96,0.6899999999999998,0.75,0.14666666666666667,0.15555555555555556,0.4809597137522612,0.0,0.0,0.0,0.3099293047085594,0.022222222222222223,0.5111111111111111,0.2739339466970846,very strong heat stress,low,44
TP_005,1.328,103.8615,mixed,39.6,34.228125,37.9,30.72345638028479,27.91739840837586,29.61878960751902,0,0,72,10,0,20.21,0.434,0.473,0.49,0.215,0.114,0.374,96,0.68,0.75,0.04,0.022222222222222223,0.46543204753559886,0.0,0.0,0.0,0.24020987142022657,0.1111111111111111,0.26666666666666666,0.21448567583609604,very strong heat stress,low,45
