cell_id,park_distance_m,nearest_park_name,large_park_distance_m,nearest_large_park_name
TP_0001,334.97969794520753,NOVENA RISE PK,1780.6753152735653,MACRITCHIE RESERVOIR PK
TP_0002,241.41521131212508,NOVENA RISE PK,1820.3805199145431,MACRITCHIE RESERVOIR PK
TP_0003,150.19866494531198,NOVENA RISE PK,1863.8810425915578,MACRITCHIE RESERVOIR PK
TP_0004,82.21811810399538,NOVENA RISE PK,1910.7550353602808,MACRITCHIE RESERVOIR PK
TP_0005,104.69001355320847,NOVENA RISE PK,1960.90570488462,MACRITCHIE RESERVOIR PK
TP_0006,187.51047685657304,NOVENA RISE PK,2013.9248625119988,MACRITCHIE RESERVOIR PK
TP_0007,281.70970683344916,NOVENA RISE PK,2067.986054583852,MACRITCHIE RESERVOIR PK
TP_0008,378.8938359453691,NOVENA RISE PK,2123.2141071491533,MACRITCHIE RESERVOIR PK
TP_0009,439.66986464315573,TOA PAYOH TOWN PK,2181.4601359617704,MACRITCHIE RESERVOIR PK
TP_0010,436.1747722161421,TOA PAYOH TOWN PK,2242.654343581176,MACRITCHIE RESERVOIR PK
TP_0011,426.51226795617845,TOA PAYOH TOWN PK,2306.5620921138643,MACRITCHIE RESERVOIR PK
TP_0012,425.3931178134,TOA PAYOH TOWN PK,2372.964151598135,MACRITCHIE RESERVOIR PK
TP_0013,447.17055434811493,TOA PAYOH TOWN PK,2441.657028487626,MACRITCHIE RESERVOIR PK
TP_0014,488.8391398701576,TOA PAYOH TOWN PK,2512.452830354471,MACRITCHIE RESERVOIR PK
TP_0015,545.8625327515992,TOA PAYOH TOWN PK,2585.178795509,MACRITCHIE RESERVOIR PK
TP_0016,613.9772835007708,TOA PAYOH TOWN PK,2659.676594013365,MACRITCHIE RESERVOIR PK
TP_0017,689.9060114595184,TOA PAYOH TOWN PK,2729.6518713604087,MACRITCHIE RESERVOIR PK
TP_0018,724.1363824592262,MAR THOMA ROAD PARK,2801.3137451586335,MACRITCHIE RESERVOIR PK
TP_0019,625.4367277304717,MAR THOMA ROAD PARK,2874.668338923292,MACRITCHIE RESERVOIR PK
TP_0020,527.2273706734749,MAR THOMA ROAD PARK,2949.589364437244,MACRITCHIE RESERVOIR PK
TP_0021,429.8445072120048,MAR THOMA ROAD PARK,3025.960472113708,MACRITCHIE RESERVOIR PK
TP_0022,334.01182669689524,MAR THOMA ROAD PARK,3103.6746187040812,MACRITCHIE RESERVOIR PK
TP_0023,241.5812500308381,MAR THOMA ROAD PARK,3182.6334219921137,MACRITCHIE RESERVOIR PK
TP_0024,158.61620459312422,MAR THOMA ROAD PARK,3262.7465207665978,MACRITCHIE RESERVOIR PK
TP_0025,109.34669795011352,MAR THOMA ROAD PARK,3343.930953050294,MACRITCHIE RESERVOIR PK
TP_0026,136.94634111818718,MAR THOMA ROAD PARK,3426.1105613743925,MACRITCHIE RESERVOIR PK
TP_0027,136.27433941238775,ST MICHAEL'S PG,3509.2154306560415,MACRITCHIE RESERVOIR PK
TP_0028,36.47623302193107,ST MICHAEL'S PG,3593.1813617945554,MACRITCHIE RESERVOIR PK
TP_0029,33.53255199080975,ST MICHAEL'S PG,3677.9493822972986,MACRITCHIE RESERVOIR PK
TP_0030,373.5587222656177,NOVENA RISE PK,1688.5014719936491,MACRITCHIE RESERVOIR PK
TP_0031,289.38952809998034,NOVENA RISE PK,1729.8705039520219,MACRITCHIE RESERVOIR PK
TP_0032,218.96684444713947,NOVENA RISE PK,1775.1004813492093,MACRITCHIE RESERVOIR PK
TP_0033,179.29489384906142,NOVENA RISE PK,1823.794905621798,MACRITCHIE RESERVOIR PK
TP_0034,190.64846958094012,NOVENA RISE PK,1875.8524895564665,MACRITCHIE RESERVOIR PK
TP_0035,246.06303856281033,NOVENA RISE PK,1929.5716957590257,MACRITCHIE RESERVOIR PK
TP_0036,323.6467193406594,NOVENA RISE PK,1984.311720676635,MACRITCHIE RESERVOIR PK
TP_0037,345.0802965746102,TOA PAYOH TOWN PK,2041.6226842411008,MACRITCHIE RESERVOIR PK
TP_0038,339.68626494635885,TOA PAYOH TOWN PK,2102.1306726274197,MACRITCHIE RESERVOIR PK
TP_0039,336.53028088197976,TOA PAYOH TOWN PK,2165.56771881975,MACRITCHIE RESERVOIR PK
TP_0040,327.1573942870136,TOA PAYOH TOWN PK,2231.6840557720857,MACRITCHIE RESERVOIR PK
TP_0041,326.12617910463865,TOA PAYOH TOWN PK,2300.248661510428,MACRITCHIE RESERVOIR PK
TP_0042,354.0628259086034,TOA PAYOH TOWN PK,2371.0491527536255,MACRITCHIE RESERVOIR PK
TP_0043,405.41668032208685,TOA PAYOH TOWN PK,2443.891213775043,MACRITCHIE RESERVOIR PK
TP_0044,472.6149433485745,TOA PAYOH TOWN PK,2518.447561265654,MACRITCHIE RESERVOIR PK
TP_0045,549.8791546052382,TOA PAYOH TOWN PK,2588.2305691028046,MACRITCHIE RESERVOIR PK
TP_0046,633.5371217713817,TOA PAYOH TOWN PK,2659.943014207548,MACRITCHIE RESERVOIR PK
TP_0047,716.0585872792843,MAR THOMA ROAD PARK,2733.4330426818296,MACRITCHIE RESERVOIR PK
TP_0048,616.0661493780274,MAR THOMA ROAD PARK,2808.5611189394035,MACRITCHIE RESERVOIR PK
TP_0049,516.076641985021,MAR THOMA ROAD PARK,2885.199285805308,MACRITCHIE RESERVOIR PK
TP_0050,416.0921777630541,MAR THOMA ROAD PARK,2963.2303789622515,MACRITCHIE RESERVOIR PK
TP_0051,316.11754204514904,MAR THOMA ROAD PARK,3042.5472286881723,MACRITCHIE RESERVOIR PK
TP_0052,216.1663719955814,MAR THOMA ROAD PARK,3123.0518725745474,MACRITCHIE RESERVOIR PK
TP_0053,116.29918475551577,MAR THOMA ROAD PARK,3204.654795572324,MACRITCHIE RESERVOIR PK
TP_0054,17.97499284737312,MAR THOMA ROAD PARK,3287.274208029808,MACRITCHIE RESERVOIR PK
TP_0055,64.72291446126474,MAR THOMA ROAD PARK,3370.8353680907217,MACRITCHIE RESERVOIR PK
TP_0056,141.77444231757022,MAR THOMA ROAD PARK,3455.2699516484413,MACRITCHIE RESERVOIR PK
TP_0057,87.9885446315569,ST MICHAEL'S PG,3540.5154707694655,MACRITCHIE RESERVOIR PK
TP_0058,34.934009235541566,ST MICHAEL'S FC,3626.5147399054144,MACRITCHIE RESERVOIR PK
TP_0059,430.0383227068311,NOVENA RISE PK,1596.9212808755506,MACRITCHIE RESERVOIR PK
TP_0060,359.3509969232213,NOVENA RISE PK,1640.2787022214004,MACRITCHIE RESERVOIR PK
TP_0061,305.5050228440139,NOVENA RISE PK,1687.3629063688547,MACRITCHIE RESERVOIR PK
TP_0062,278.44837757855566,NOVENA RISE PK,1738.062459712158,MACRITCHIE RESERVOIR PK
TP_0063,285.8910263882697,NOVENA RISE PK,1791.5102387463605,MACRITCHIE RESERVOIR PK
TP_0064,325.4748207811885,NOVENA RISE PK,1845.7906755534602,MACRITCHIE RESERVOIR PK
TP_0065,275.8133041009291,TOA PAYOH TOWN PK,1902.0194648912845,MACRITCHIE RESERVOIR PK
TP_0066,246.32622901014898,TOA PAYOH TOWN PK,1961.7360232249644,MACRITCHIE RESERVOIR PK
TP_0067,239.7026652495619,TOA PAYOH TOWN PK,2024.6329061861231,MACRITCHIE RESERVOIR PK
TP_0068,236.88578954781738,TOA PAYOH TOWN PK,2090.4230635937874,MACRITCHIE RESERVOIR PK
TP_0069,227.80252061784861,TOA PAYOH TOWN PK,2158.8419962558646,MACRITCHIE RESERVOIR PK
TP_0070,227.5022301248417,TOA PAYOH TOWN PK,2229.6477176431204,MACRITCHIE RESERVOIR PK
TP_0071,266.0065125232305,TOA PAYOH TOWN PK,2302.6200565408844,MACRITCHIE RESERVOIR PK
TP_0072,331.3029802126246,TOA PAYOH TOWN PK,2377.0814581881214,MACRITCHIE RESERVOIR PK
TP_0073,410.8087933464447,TOA PAYOH TOWN PK,2446.809273085067,MACRITCHIE RESERVOIR PK
TP_0074,497.761051794691,TOA PAYOH TOWN PK,2518.577967593694,MACRITCHIE RESERVOIR PK
TP_0075,588.8703292548813,TOA PAYOH TOWN PK,2592.218034587695,MACRITCHIE RESERVOIR PK
TP_0076,682.4737831373066,TOA PAYOH TOWN PK,2667.5744973355477,MACRITCHIE RESERVOIR PK
TP_0077,622.8193160337432,MAR THOMA ROAD PARK,2744.5059771893934,MACRITCHIE RESERVOIR PK
TP_0078,524.1197386263993,MAR THOMA ROAD PARK,2822.883706216325,MACRITCHIE RESERVOIR PK
TP_0079,426.02711229553313,MAR THOMA ROAD PARK,2902.5905289611424,MACRITCHIE RESERVOIR PK
TP_0080,329.0846401823341,MAR THOMA ROAD PARK,2983.519924318963,MACRITCHIE RESERVOIR PK
TP_0081,234.72175100957693,MAR THOMA ROAD PARK,3065.5750682052367,MACRITCHIE RESERVOIR PK
TP_0082,146.4624526305096,MAR THOMA ROAD PARK,3148.6679499107,MACRITCHIE RESERVOIR PK
TP_0083,58.967913495031134,MAR THOMA ROAD PARK,3232.718549269045,MACRITCHIE RESERVOIR PK
TP_0084,35.349470616268704,MAR THOMA ROAD PARK,3317.6540776249512,MACRITCHIE RESERVOIR PK
TP_0085,130.46682532186998,MAR THOMA ROAD PARK,3403.4082827034986,MACRITCHIE RESERVOIR PK
TP_0086,159.68025871592275,ST MICHAEL'S FC,3489.920815544113,MACRITCHIE RESERVOIR PK
TP_0087,133.46379665157806,ST MICHAEL'S FC,3577.1366564280697,MACRITCHIE RESERVOIR PK
TP_0088,500.3196968062403,NOVENA RISE PK,1506.2914858923616,MACRITCHIE RESERVOIR PK
TP_0089,441.0441916696066,NOVENA RISE PK,1551.568953967175,MACRITCHIE RESERVOIR PK
TP_0090,398.3969866837664,NOVENA RISE PK,1600.738485137534,MACRITCHIE RESERVOIR PK
TP_0091,378.0480643938196,NOVENA RISE PK,1653.4316507439028,MACRITCHIE RESERVOIR PK
TP_0092,345.522611134204,TOA PAYOH TOWN PK,1707.440833030381,MACRITCHIE RESERVOIR PK
TP_0093,261.56981756780965,TOA PAYOH TOWN PK,1762.7061311639043,MACRITCHIE RESERVOIR PK
TP_0094,191.4338634635003,TOA PAYOH TOWN PK,1821.5002291616624,MACRITCHIE RESERVOIR PK
TP_0095,148.12487096650577,TOA PAYOH TOWN PK,1883.7710223987303,MACRITCHIE RESERVOIR PK
TP_0096,139.719065552765,TOA PAYOH TOWN PK,1949.1853284955557,MACRITCHIE RESERVOIR PK
TP_0097,137.20029056639547,TOA PAYOH TOWN PK,2017.437390556519,MACRITCHIE RESERVOIR PK
TP_0098,128.4476469486837,TOA PAYOH TOWN PK,2088.2489805597097,MACRITCHIE RESERVOIR PK
TP_0099,130.9818488423569,TOA PAYOH TOWN PK,2161.368544418521,MACRITCHIE RESERVOIR PK
TP_0100,190.15373969280012,TOA PAYOH TOWN PK,2235.722343869787,MACRITCHIE RESERVOIR PK
TP_0101,274.1544176411395,TOA PAYOH TOWN PK,2305.387984455528,MACRITCHIE RESERVOIR PK
TP_0102,366.2824657353222,TOA PAYOH TOWN PK,2377.2196194010407,MACRITCHIE RESERVOIR PK
TP_0103,461.6980016180952,TOA PAYOH TOWN PK,2451.026821325817,MACRITCHIE RESERVOIR PK
TP_0104,558.7192897073967,TOA PAYOH TOWN PK,2526.636467490297,MACRITCHIE RESERVOIR PK
TP_0105,656.6349401944226,TOA PAYOH TOWN PK,2603.8915489791725,MACRITCHIE RESERVOIR PK
TP_0106,645.1901273578274,MAR THOMA ROAD PARK,2682.649913581432,MACRITCHIE RESERVOIR PK
TP_0107,550.5160310409452,MAR THOMA ROAD PARK,2762.7830024871246,MACRITCHIE RESERVOIR PK
TP_0108,458.1107949242634,MAR THOMA ROAD PARK,2844.1746217180616,MACRITCHIE RESERVOIR PK
TP_0109,369.6174639051547,MAR THOMA ROAD PARK,2926.7197745630497,MACRITCHIE RESERVOIR PK
TP_0110,282.56587349045117,MAR THOMA ROAD PARK,3010.323570450807,MACRITCHIE RESERVOIR PK
TP_0111,193.98811236956482,MAR THOMA ROAD PARK,3094.9002179076797,MACRITCHIE RESERVOIR PK
TP_0112,121.96879819829174,MAR THOMA ROAD PARK,3180.372103826581,MACRITCHIE RESERVOIR PK
TP_0113,110.09717401988263,MAR THOMA ROAD PARK,3266.66895763737,MACRITCHIE RESERVOIR PK
TP_0114,171.23650561907814,MAR THOMA ROAD PARK,3353.7270966470915,MACRITCHIE RESERVOIR PK
TP_0115,249.1786207501938,ST MICHAEL'S FC,3441.4887474432107,MACRITCHIE RESERVOIR PK
TP_0116,233.2483333960581,ST MICHAEL'S FC,3529.9014375434826,MACRITCHIE RESERVOIR PK
TP_0117,579.4019667105661,NOVENA RISE PK,1416.677768933377,MACRITCHIE RESERVOIR PK
TP_0118,529.0622071375731,NOVENA RISE PK,1464.0114131446971,MACRITCHIE RESERVOIR PK
TP_0119,494.0718561246823,NOVENA RISE PK,1515.4320824530405,MACRITCHIE RESERVOIR PK
TP_0120,405.35472715377364,TOA PAYOH TOWN PK,1569.0728310441584,MACRITCHIE RESERVOIR PK
TP_0121,307.5728447363824,TOA PAYOH TOWN PK,1623.757298631883,MACRITCHIE RESERVOIR PK
TP_0122,211.87178861885158,TOA PAYOH TOWN PK,1681.4630370167165,MACRITCHIE RESERVOIR PK
TP_0123,122.75256333988227,TOA PAYOH TOWN PK,1742.9997489519753,MACRITCHIE RESERVOIR PK
TP_0124,52.21856701431276,TOA PAYOH TOWN PK,1807.9763009618846,MACRITCHIE RESERVOIR PK
TP_0125,39.73546585596806,TOA PAYOH TOWN PK,1876.0353101242492,MACRITCHIE RESERVOIR PK
TP_0126,37.31117381218148,TOA PAYOH TOWN PK,1946.8535293714722,MACRITCHIE RESERVOIR PK
TP_0127,29.092773279518855,TOA PAYOH TOWN PK,2020.1407982661324,MACRITCHIE RESERVOIR PK
TP_0128,50.549230860099435,TOA PAYOH TOWN PK,2094.3716334250375,MACRITCHIE RESERVOIR PK
TP_0129,146.82446912399442,TOA PAYOH TOWN PK,2163.966704662705,MACRITCHIE RESERVOIR PK
TP_0130,246.08865216937156,TOA PAYOH TOWN PK,2235.869240112685,MACRITCHIE RESERVOIR PK
TP_0131,345.7114249515345,TOA PAYOH TOWN PK,2309.8637663021136,MACRITCHIE RESERVOIR PK
TP_0132,445.34117642377055,TOA PAYOH TOWN PK,2385.755641063999,MACRITCHIE RESERVOIR PK
TP_0133,544.9709278960066,TOA PAYOH TOWN PK,2463.3695092011676,MACRITCHIE RESERVOIR PK
TP_0134,644.6006793682427,TOA PAYOH TOWN PK,2542.5476787771963,MACRITCHIE RESERVOIR PK
TP_0135,681.6426486475734,MAR THOMA ROAD PARK,2623.1485011048494,MACRITCHIE RESERVOIR PK
TP_0136,592.8189440700633,MAR THOMA ROAD PARK,2705.044809026632,MACRITCHIE RESERVOIR PK
TP_0137,506.10052308577906,MAR THOMA ROAD PARK,2788.122446887015,MACRITCHIE RESERVOIR PK
TP_0138,417.0548977883737,MAR THOMA ROAD PARK,2872.278910347765,MACRITCHIE RESERVOIR PK
TP_0139,333.4363323972052,MAR THOMA ROAD PARK,2957.422103593238,MACRITCHIE RESERVOIR PK
TP_0140,261.58132149625715,MAR THOMA ROAD PARK,3043.4692143695424,MACRITCHIE RESERVOIR PK
TP_0141,213.7049081068494,MAR THOMA ROAD PARK,3130.34570276327,MACRITCHIE RESERVOIR PK
TP_0142,207.15884664234267,MAR THOMA ROAD PARK,3217.984396917079,MACRITCHIE RESERVOIR PK
TP_0143,245.27492276099966,MAR THOMA ROAD PARK,3306.324687443005,MACRITCHIE RESERVOIR PK
TP_0144,312.0005462575302,MAR THOMA ROAD PARK,3395.311811717503,MACRITCHIE RESERVOIR PK
TP_0145,333.16210025665214,ST MICHAEL'S FC,3461.2249442786638,BISHAN-ANG MO KIO PARK (RIVER PLAINS)
TP_0146,664.1486874517299,NOVENA RISE PK,1328.0627692030946,MACRITCHIE RESERVOIR PK
TP_0147,595.1028756127172,TOA PAYOH TOWN PK,1377.8115216236547,MACRITCHIE RESERVOIR PK
TP_0148,495.11274731670466,TOA PAYOH TOWN PK,1431.0446256259147,MACRITCHIE RESERVOIR PK
TP_0149,395.12761552246,TOA PAYOH TOWN PK,1485.2612262047992,MACRITCHIE RESERVOIR PK
TP_0150,295.1525580804526,TOA PAYOH TOWN PK,1541.6785672996075,MACRITCHIE RESERVOIR PK
TP_0151,195.20305462365306,TOA PAYOH TOWN PK,1602.3429673026121,MACRITCHIE RESERVOIR PK
TP_0152,95.35448424588165,TOA PAYOH TOWN PK,1666.8032771917954,MACRITCHIE RESERVOIR PK
TP_0153,0.0,TOA PAYOH TOWN PK,1734.636372514562,MACRITCHIE RESERVOIR PK
TP_0154,0.0,TOA PAYOH TOWN PK,1805.4621360869487,MACRITCHIE RESERVOIR PK
TP_0155,0.0,TOA PAYOH TOWN PK,1878.9421770871018,MACRITCHIE RESERVOIR PK
TP_0156,0.0,TOA PAYOH TOWN PK,1953.0311515468222,MACRITCHIE RESERVOIR PK
TP_0157,38.22492553538139,TOA PAYOH TOWN PK,2022.5454355602533,MACRITCHIE RESERVOIR PK
TP_0158,137.8546770076174,TOA PAYOH TOWN PK,2094.528443086635,MACRITCHIE RESERVOIR PK
TP_0159,237.48442847985345,TOA PAYOH TOWN PK,2168.734367987982,MACRITCHIE RESERVOIR PK
TP_0160,337.1141799520894,TOA PAYOH TOWN PK,2244.9427874414837,MACRITCHIE RESERVOIR PK
TP_0161,436.7439314243254,TOA PAYOH TOWN PK,2322.9566244075345,MACRITCHIE RESERVOIR PK
TP_0162,536.3739642614981,TOA PAYOH TOWN PK,2402.6000164139173,MACRITCHIE RESERVOIR PK
TP_0163,636.0692018410188,TOA PAYOH TOWN PK,2483.7162073927575,MACRITCHIE RESERVOIR PK
TP_0164,729.5119351289244,MAR THOMA ROAD PARK,2566.1655361372877,MACRITCHIE RESERVOIR PK
TP_0165,640.498390160221,MAR THOMA ROAD PARK,2649.8235637211924,MACRITCHIE RESERVOIR PK
TP_0166,554.5116660549744,MAR THOMA ROAD PARK,2734.579360495027,MACRITCHIE RESERVOIR PK
TP_0167,474.055047208963,MAR THOMA ROAD PARK,2820.333958742953,MACRITCHIE RESERVOIR PK
TP_0168,402.4589268205153,MAR THOMA ROAD PARK,2906.9989678071793,MACRITCHIE RESERVOIR PK
TP_0169,345.2798687597491,MAR THOMA ROAD PARK,2994.495342929308,MACRITCHIE RESERVOIR PK
TP_0170,310.5852342980559,MAR THOMA ROAD PARK,3082.75229605277,MACRITCHIE RESERVOIR PK
TP_0171,306.11793112656267,MAR THOMA ROAD PARK,3171.706335525395,MACRITCHIE RESERVOIR PK
TP_0172,333.0963640606659,MAR THOMA ROAD PARK,3261.3004214278144,MACRITCHIE RESERVOIR PK
TP_0173,384.9651773130453,MAR THOMA ROAD PARK,3325.36782249868,BISHAN-ANG MO KIO PARK (RIVER PLAINS)
TP_0174,433.1156716892248,ST MICHAEL'S FC,3374.287802618918,BISHAN-ANG MO KIO PARK (RIVER PLAINS)
TP_0175,699.5833446766557,TOA PAYOH TOWN PK,1240.751892138923,MACRITCHIE RESERVOIR PK
TP_0176,600.0462797789813,TOA PAYOH TOWN PK,1292.9445615850852,MACRITCHIE RESERVOIR PK
TP_0177,500.6046807986799,TOA PAYOH TOWN PK,1346.890122080678,MACRITCHIE RESERVOIR PK
TP_0178,401.4388701045396,TOA PAYOH TOWN PK,1402.2224020776666,MACRITCHIE RESERVOIR PK
TP_0179,302.82220266035745,TOA PAYOH TOWN PK,1461.8337268245082,MACRITCHIE RESERVOIR PK
TP_0180,205.2817735559785,TOA PAYOH TOWN PK,1525.676251658523,MACRITCHIE RESERVOIR PK
TP_0181,110.89787011796513,TOA PAYOH TOWN PK,1593.2414144968645,MACRITCHIE RESERVOIR PK
TP_0182,32.38936133982883,TOA PAYOH TOWN PK,1664.0758350691651,MACRITCHIE RESERVOIR PK
TP_0183,18.667235516612532,TOA PAYOH TOWN PK,1737.7797803100104,MACRITCHIE RESERVOIR PK
TP_0184,31.953165669885692,TOA PAYOH TOWN PK,1811.7032921891907,MACRITCHIE RESERVOIR PK
TP_0185,48.14348504525673,TOA PAYOH TOWN PK,1881.12417955925,MACRITCHIE RESERVOIR PK
TP_0186,64.41140882064674,TOA PAYOH TOWN PK,1953.1993085488662,MACRITCHIE RESERVOIR PK
TP_0187,145.03733856954292,TOA PAYOH TOWN PK,2027.6456541785296,MACRITCHIE RESERVOIR PK
TP_0188,240.67162186766421,TOA PAYOH TOWN PK,2104.211552791778,MACRITCHIE RESERVOIR PK
TP_0189,338.835992134082,TOA PAYOH TOWN PK,2182.6739607407458,MACRITCHIE RESERVOIR PK
TP_0190,437.8319649803603,TOA PAYOH TOWN PK,2262.835605802817,MACRITCHIE RESERVOIR PK
TP_0191,537.1999902751667,TOA PAYOH TOWN PK,2344.522198419608,MACRITCHIE RESERVOIR PK
TP_0192,636.7659142453488,TOA PAYOH TOWN PK,2427.5798027821083,MACRITCHIE RESERVOIR PK
TP_0193,736.4494752104795,TOA PAYOH TOWN PK,2511.872420898189,MACRITCHIE RESERVOIR PK
TP_0194,693.5644078330837,MAR THOMA ROAD PARK,2597.279811430073,MACRITCHIE RESERVOIR PK
TP_0195,615.0419398757167,MAR THOMA ROAD PARK,2683.6955451122885,MACRITCHIE RESERVOIR PK
TP_0196,543.6189729942412,MAR THOMA ROAD PARK,2771.025286576947,MACRITCHIE RESERVOIR PK
TP_0197,482.45889751619484,MAR THOMA ROAD PARK,2859.185285853675,MACRITCHIE RESERVOIR PK
TP_0198,435.9031862532905,MAR THOMA ROAD PARK,2948.101059807053,MACRITCHIE RESERVOIR PK
TP_0199,408.97015512015,MAR THOMA ROAD PARK,3037.7062430111273,MACRITCHIE RESERVOIR PK
TP_0200,405.5879531892291,MAR THOMA ROAD PARK,3127.9415881410073,MACRITCHIE RESERVOIR PK
TP_0201,426.3174729769553,MAR THOMA ROAD PARK,3189.994387913933,BISHAN-ANG MO KIO PARK (RIVER PLAINS)
TP_0202,467.9653702558403,MAR THOMA ROAD PARK,3237.8714018496134,BISHAN-ANG MO KIO PARK (RIVER PLAINS)
TP_0203,525.577150272327,MAR THOMA ROAD PARK,3288.093404225125,BISHAN-ANG MO KIO PARK (RIVER PLAINS)
TP_0204,714.887492172774,TOA PAYOH TOWN PK,1155.0203781471077,MACRITCHIE RESERVOIR PK
TP_0205,617.5813198251466,TOA PAYOH TOWN PK,1208.6013923887174,MACRITCHIE RESERVOIR PK
TP_0206,521.253898392912,TOA PAYOH TOWN PK,1263.2032793283718,MACRITCHIE RESERVOIR PK
TP_0207,426.570554107058,TOA PAYOH TOWN PK,1321.519089873136,MACRITCHIE RESERVOIR PK
TP_0208,334.4803994621725,TOA PAYOH TOWN PK,1384.6092896164935,MACRITCHIE RESERVOIR PK
TP_0209,247.7500219305381,TOA PAYOH TOWN PK,1451.851598781866,MACRITCHIE RESERVOIR PK
TP_0210,172.63673304968037,TOA PAYOH TOWN PK,1522.6960448095444,MACRITCHIE RESERVOIR PK
TP_0211,125.42183465601802,TOA PAYOH TOWN PK,1596.6632158573077,MACRITCHIE RESERVOIR PK
