cell_id,cell_area_m2,centroid_x_svy21,centroid_y_svy21,lon,lat
TP_0001,10000.0,28750.0,34250.0,103.84005773633349,1.3260193455325362
TP_0002,10000.0,28850.0,34250.0,103.84095629063009,1.3260193429122338
TP_0003,10000.0,28950.0,34250.0,103.8418548449248,1.3260193399637201
TP_0004,10000.0,29050.0,34250.0,103.84275339921739,1.326019336686995
TP_0005,10000.0,29150.0,34250.0,103.84365195350763,1.3260193330820584
TP_0006,10000.0,29250.0,34250.0,103.84455050779535,1.3260193291489106
TP_0007,10000.0,29350.0,34250.0,103.84544906208026,1.326019324887551
TP_0008,10000.0,29450.0,34250.0,103.84634761636218,1.3260193202979802
TP_0009,10000.0,29550.0,34250.0,103.84724617064089,1.3260193153801978
TP_0010,10000.0,29650.0,34250.0,103.84814472491612,1.3260193101342048
TP_0011,10000.0,29750.0,34250.0,103.84904327918771,1.3260193045599993
TP_0012,10000.0,29850.0,34250.0,103.8499418334554,1.326019298657583
TP_0013,10000.0,29950.0,34250.0,103.85084038771897,1.3260192924269556
TP_0014,10000.0,30050.0,34250.0,103.85173894197821,1.3260192858681163
TP_0015,10000.0,30150.0,34250.0,103.85263749623289,1.326019278981066
TP_0016,10000.0,30250.0,34250.0,103.85353605048279,1.3260192717658044
TP_0017,10000.0,30350.0,34250.0,103.85443460472769,1.326019264222331
TP_0018,10000.0,30450.0,34250.0,103.85533315896734,1.3260192563506468
TP_0019,10000.0,30550.0,34250.0,103.85623171320155,1.326019248150751
TP_0020,10000.0,30650.0,34250.0,103.8571302674301,1.3260192396226438
TP_0021,10000.0,30750.0,34250.0,103.85802882165274,1.3260192307663254
TP_0022,10000.0,30850.0,34250.0,103.85892737586926,1.3260192215817954
TP_0023,10000.0,30950.0,34250.0,103.85982593007945,1.3260192120690546
TP_0024,10000.0,31050.0,34250.0,103.86072448428308,1.3260192022281028
TP_0025,10000.0,31150.0,34250.0,103.8616230384799,1.326019192058939
TP_0026,10000.0,31250.0,34250.0,103.86252159266975,1.3260191815615645
TP_0027,10000.0,31350.0,34250.0,103.86342014685235,1.3260191707359785
TP_0028,10000.0,31450.0,34250.0,103.86431870102749,1.326019159582181
TP_0029,10000.0,31550.0,34250.0,103.86521725519495,1.3260191481001729
TP_0030,10000.0,28750.0,34350.0,103.84005773877473,1.3269237101367777
TP_0031,10000.0,28850.0,34350.0,103.84095629339755,1.3269237075146878
TP_0032,10000.0,28950.0,34350.0,103.84185484801847,1.3269237045641626
TP_0033,10000.0,29050.0,34350.0,103.84275340263727,1.326923701285202
TP_0034,10000.0,29150.0,34350.0,103.84365195725374,1.3269236976778058
TP_0035,10000.0,29250.0,34350.0,103.84455051186767,1.3269236937419744
TP_0036,10000.0,29350.0,34350.0,103.84544906647879,1.3269236894777077
TP_0037,10000.0,29450.0,34350.0,103.84634762108692,1.326923684885006
TP_0038,10000.0,29550.0,34350.0,103.84724617569184,1.3269236799638684
TP_0039,10000.0,29650.0,34350.0,103.84814473029331,1.3269236747142956
TP_0040,10000.0,29750.0,34350.0,103.8490432848911,1.3269236691362878
TP_0041,10000.0,29850.0,34350.0,103.849941839485,1.3269236632298445
TP_0042,10000.0,29950.0,34350.0,103.8508403940748,1.326923656994966
TP_0043,10000.0,30050.0,34350.0,103.85173894866024,1.3269236504316522
TP_0044,10000.0,30150.0,34350.0,103.85263750324114,1.326923643539903
TP_0045,10000.0,30250.0,34350.0,103.85353605781725,1.3269236363197188
TP_0046,10000.0,30350.0,34350.0,103.85443461238836,1.326923628771099
TP_0047,10000.0,30450.0,34350.0,103.85533316695424,1.326923620894044
TP_0048,10000.0,30550.0,34350.0,103.85623172151466,1.3269236126885542
TP_0049,10000.0,30650.0,34350.0,103.85713027606941,1.3269236041546286
TP_0050,10000.0,30750.0,34350.0,103.85802883061827,1.326923595292268
TP_0051,10000.0,30850.0,34350.0,103.85892738516101,1.326923586101472
TP_0052,10000.0,30950.0,34350.0,103.85982593969742,1.3269235765822414
TP_0053,10000.0,31050.0,34350.0,103.86072449422724,1.326923566734575
TP_0054,10000.0,31150.0,34350.0,103.8616230487503,1.3269235565584738
TP_0055,10000.0,31250.0,34350.0,103.86252160326633,1.326923546053937
TP_0056,10000.0,31350.0,34350.0,103.86342015777515,1.3269235352209652
TP_0057,10000.0,31450.0,34350.0,103.86431871227651,1.3269235240595587
TP_0058,10000.0,31550.0,34350.0,103.86521726677019,1.3269235125697163
TP_0059,10000.0,28750.0,34450.0,103.84005774121766,1.3278280747343825
TP_0060,10000.0,28850.0,34450.0,103.8409562961669,1.327828072110505
TP_0061,10000.0,28950.0,34450.0,103.84185485111425,1.3278280691579678
TP_0062,10000.0,29050.0,34450.0,103.8427534060595,1.3278280658767718
TP_0063,10000.0,29150.0,34450.0,103.84365196100241,1.3278280622669165
TP_0064,10000.0,29250.0,34450.0,103.84455051594276,1.3278280583284015
TP_0065,10000.0,29350.0,34450.0,103.84544907088032,1.3278280540612273
TP_0066,10000.0,29450.0,34450.0,103.84634762581491,1.3278280494653945
TP_0067,10000.0,29550.0,34450.0,103.84724618074624,1.327828044540902
TP_0068,10000.0,29650.0,34450.0,103.84814473567415,1.3278280392877502
TP_0069,10000.0,29750.0,34450.0,103.84904329059839,1.3278280337059392
TP_0070,10000.0,29850.0,34450.0,103.84994184551871,1.327828027795469
TP_0071,10000.0,29950.0,34450.0,103.85084040043495,1.3278280215563396
TP_0072,10000.0,30050.0,34450.0,103.85173895534685,1.3278280149885509
TP_0073,10000.0,30150.0,34450.0,103.85263751025416,1.327828008092103
TP_0074,10000.0,30250.0,34450.0,103.8535360651567,1.327828000866996
TP_0075,10000.0,30350.0,34450.0,103.85443462005425,1.32782799331323
TP_0076,10000.0,30450.0,34450.0,103.85533317494657,1.3278279854308046
TP_0077,10000.0,30550.0,34450.0,103.85623172983344,1.3278279772197203
TP_0078,10000.0,30650.0,34450.0,103.85713028471461,1.3278279686799765
TP_0079,10000.0,30750.0,34450.0,103.85802883958992,1.3278279598115736
TP_0080,10000.0,30850.0,34450.0,103.85892739445909,1.3278279506145119
TP_0081,10000.0,30950.0,34450.0,103.85982594932193,1.3278279410887908
TP_0082,10000.0,31050.0,34450.0,103.8607245041782,1.3278279312344103
TP_0083,10000.0,31150.0,34450.0,103.86162305902769,1.327827921051371
TP_0084,10000.0,31250.0,34450.0,103.86252161387017,1.3278279105396729
TP_0085,10000.0,31350.0,34450.0,103.86342016870542,1.3278278996993154
TP_0086,10000.0,31450.0,34450.0,103.86431872353322,1.3278278885302985
TP_0087,10000.0,31550.0,34450.0,103.86521727835334,1.3278278770326233
TP_0088,10000.0,28750.0,34550.0,103.84005774366223,1.328732439325346
TP_0089,10000.0,28850.0,34550.0,103.84095629893814,1.3287324366996809
TP_0090,10000.0,28950.0,34550.0,103.84185485421214,1.3287324337451323
TP_0091,10000.0,29050.0,34550.0,103.84275340948405,1.3287324304617003
TP_0092,10000.0,29150.0,34550.0,103.84365196475362,1.3287324268493854
TP_0093,10000.0,29250.0,34550.0,103.84455052002063,1.3287324229081876
TP_0094,10000.0,29350.0,34550.0,103.84544907528486,1.3287324186381062
TP_0095,10000.0,29450.0,34550.0,103.84634763054609,1.3287324140391417
TP_0096,10000.0,29550.0,34550.0,103.8472461858041,1.328732409111294
TP_0097,10000.0,29650.0,34550.0,103.84814474105866,1.3287324038545631
TP_0098,10000.0,29750.0,34550.0,103.84904329630956,1.328732398268949
TP_0099,10000.0,29850.0,34550.0,103.84994185155655,1.328732392354452
TP_0100,10000.0,29950.0,34550.0,103.85084040679943,1.3287323861110718
TP_0101,10000.0,30050.0,34550.0,103.85173896203798,1.3287323795388086
TP_0102,10000.0,30150.0,34550.0,103.85263751727197,1.328732372637662
TP_0103,10000.0,30250.0,34550.0,103.85353607250119,1.3287323654076324
TP_0104,10000.0,30350.0,34550.0,103.85443462772538,1.3287323578487196
TP_0105,10000.0,30450.0,34550.0,103.85533318294436,1.3287323499609238
TP_0106,10000.0,30550.0,34550.0,103.85623173815787,1.328732341744245
TP_0107,10000.0,30650.0,34550.0,103.85713029336573,1.328732333198683
TP_0108,10000.0,30750.0,34550.0,103.85802884856768,1.3287323243242377
TP_0109,10000.0,30850.0,34550.0,103.85892740376352,1.3287323151209098
TP_0110,10000.0,30950.0,34550.0,103.85982595895301,1.3287323055886986
TP_0111,10000.0,31050.0,34550.0,103.86072451413594,1.3287322957276044
TP_0112,10000.0,31150.0,34550.0,103.86162306931209,1.3287322855376271
TP_0113,10000.0,31250.0,34550.0,103.86252162448123,1.3287322750187673
TP_0114,10000.0,31350.0,34550.0,103.86342017964314,1.328732264171024
TP_0115,10000.0,31450.0,34550.0,103.86431873479759,1.3287322529943981
TP_0116,10000.0,31550.0,34550.0,103.86521728994437,1.3287322414888887
TP_0117,10000.0,28750.0,34650.0,103.84005774610849,1.3296368039096638
TP_0118,10000.0,28850.0,34650.0,103.84095630171126,1.3296368012822104
TP_0119,10000.0,28950.0,34650.0,103.84185485731216,1.32963679832565
TP_0120,10000.0,29050.0,34650.0,103.84275341291094,1.3296367950399828
TP_0121,10000.0,29150.0,34650.0,103.8436519685074,1.3296367914252083
TP_0122,10000.0,29250.0,34650.0,103.84455052410128,1.329636787481327
TP_0123,10000.0,29350.0,34650.0,103.84544907969241,1.3296367832083382
TP_0124,10000.0,29450.0,34650.0,103.84634763528052,1.3296367786062426
TP_0125,10000.0,29550.0,34650.0,103.8472461908654,1.3296367736750396
TP_0126,10000.0,29650.0,34650.0,103.84814474644685,1.3296367684147303
TP_0127,10000.0,29750.0,34650.0,103.84904330202461,1.329636762825313
TP_0128,10000.0,29850.0,34650.0,103.84994185759851,1.329636756906789
TP_0129,10000.0,29950.0,34650.0,103.85084041316827,1.3296367506591582
TP_0130,10000.0,30050.0,34650.0,103.8517389687337,1.3296367440824202
TP_0131,10000.0,30150.0,34650.0,103.85263752429456,1.3296367371765745
TP_0132,10000.0,30250.0,34650.0,103.85353607985066,1.3296367299416225
TP_0133,10000.0,30350.0,34650.0,103.85443463540174,1.3296367223775631
TP_0134,10000.0,30450.0,34650.0,103.85533319094759,1.3296367144843968
TP_0135,10000.0,30550.0,34650.0,103.856231746488,1.3296367062621237
TP_0136,10000.0,30650.0,34650.0,103.85713030202272,1.3296366977107434
TP_0137,10000.0,30750.0,34650.0,103.85802885755156,1.3296366888302562
TP_0138,10000.0,30850.0,34650.0,103.85892741307428,1.3296366796206618
TP_0139,10000.0,30950.0,34650.0,103.85982596859067,1.3296366700819606
TP_0140,10000.0,31050.0,34650.0,103.86072452410046,1.3296366602141527
TP_0141,10000.0,31150.0,34650.0,103.8616230796035,1.3296366500172372
TP_0142,10000.0,31250.0,34650.0,103.86252163509951,1.3296366394912154
TP_0143,10000.0,31350.0,34650.0,103.86342019058831,1.3296366286360863
TP_0144,10000.0,31450.0,34650.0,103.86431874606964,1.3296366174518506
TP_0145,10000.0,31550.0,34650.0,103.86521730154331,1.3296366059385079
TP_0146,10000.0,28750.0,34750.0,103.84005774855639,1.3305411684873305
TP_0147,10000.0,28850.0,34750.0,103.84095630448628,1.3305411658580895
TP_0148,10000.0,28950.0,34750.0,103.84185486041429,1.3305411628995176
TP_0149,10000.0,29050.0,34750.0,103.84275341634017,1.3305411596116148
TP_0150,10000.0,29150.0,34750.0,103.84365197226373,1.3305411559943805
TP_0151,10000.0,29250.0,34750.0,103.84455052818473,1.3305411520478159
TP_0152,10000.0,29350.0,34750.0,103.84544908410295,1.3305411477719202
TP_0153,10000.0,29450.0,34750.0,103.84634764001815,1.3305411431666931
TP_0154,10000.0,29550.0,34750.0,103.84724619593015,1.330541138232135
TP_0155,10000.0,29650.0,34750.0,103.8481447518387,1.3305411329682462
TP_0156,10000.0,29750.0,34750.0,103.84904330774357,1.3305411273750263
TP_0157,10000.0,29850.0,34750.0,103.84994186364456,1.3305411214524756
TP_0158,10000.0,29950.0,34750.0,103.85084041954144,1.3305411152005935
TP_0159,10000.0,30050.0,34750.0,103.85173897543396,1.3305411086193806
TP_0160,10000.0,30150.0,34750.0,103.85263753132193,1.3305411017088364
TP_0161,10000.0,30250.0,34750.0,103.85353608720514,1.3305410944689617
TP_0162,10000.0,30350.0,34750.0,103.85443464308331,1.330541086899756
TP_0163,10000.0,30450.0,34750.0,103.85533319895627,1.3305410790012193
TP_0164,10000.0,30550.0,34750.0,103.8562317548238,1.3305410707733514
TP_0165,10000.0,30650.0,34750.0,103.85713031068563,1.3305410622161529
TP_0166,10000.0,30750.0,34750.0,103.85802886654157,1.3305410533296236
TP_0167,10000.0,30850.0,34750.0,103.85892742239139,1.330541044113763
TP_0168,10000.0,30950.0,34750.0,103.85982597823487,1.3305410345685715
TP_0169,10000.0,31050.0,34750.0,103.86072453407179,1.3305410246940497
TP_0170,10000.0,31150.0,34750.0,103.86162308990193,1.3305410144901968
TP_0171,10000.0,31250.0,34750.0,103.86252164572505,1.3305410039570127
TP_0172,10000.0,31350.0,34750.0,103.86342020154093,1.3305409930944978
TP_0173,10000.0,31450.0,34750.0,103.86431875734938,1.3305409819026526
TP_0174,10000.0,31550.0,34750.0,103.86521731315014,1.3305409703814761
TP_0175,10000.0,28750.0,34850.0,103.84005775100599,1.3314455330583423
TP_0176,10000.0,28850.0,34850.0,103.84095630726318,1.3314455304273138
TP_0177,10000.0,28950.0,34850.0,103.84185486351852,1.3314455274667303
TP_0178,10000.0,29050.0,34850.0,103.84275341977173,1.3314455241765921
TP_0179,10000.0,29150.0,34850.0,103.84365197602261,1.3314455205568987
TP_0180,10000.0,29250.0,34850.0,103.84455053227093,1.3314455166076504
TP_0181,10000.0,29350.0,34850.0,103.84544908851649,1.3314455123288471
TP_0182,10000.0,29450.0,34850.0,103.84634764475904,1.331445507720489
TP_0183,10000.0,29550.0,34850.0,103.84724620099836,1.3314455027825758
TP_0184,10000.0,29650.0,34850.0,103.84814475723422,1.3314454975151075
TP_0185,10000.0,29750.0,34850.0,103.84904331346642,1.3314454919180847
TP_0186,10000.0,29850.0,34850.0,103.84994186969473,1.331445485991507
TP_0187,10000.0,29950.0,34850.0,103.85084042591893,1.3314454797353743
TP_0188,10000.0,30050.0,34850.0,103.8517389821388,1.3314454731496863
TP_0189,10000.0,30150.0,34850.0,103.85263753835409,1.3314454662344437
TP_0190,10000.0,30250.0,34850.0,103.85353609456462,1.3314454589896465
TP_0191,10000.0,30350.0,34850.0,103.85443465077013,1.3314454514152942
TP_0192,10000.0,30450.0,34850.0,103.85533320697041,1.331445443511387
TP_0193,10000.0,30550.0,34850.0,103.85623176316525,1.331445435277925
TP_0194,10000.0,30650.0,34850.0,103.85713031935441,1.331445426714908
TP_0195,10000.0,30750.0,34850.0,103.85802887553768,1.3314454178223363
TP_0196,10000.0,30850.0,34850.0,103.85892743171483,1.3314454086002097
TP_0197,10000.0,30950.0,34850.0,103.85982598788564,1.3314453990485282
TP_0198,10000.0,31050.0,34850.0,103.86072454404989,1.331445389167292
TP_0199,10000.0,31150.0,34850.0,103.86162310020735,1.3314453789565013
TP_0200,10000.0,31250.0,34850.0,103.8625216563578,1.3314453684161554
TP_0201,10000.0,31350.0,34850.0,103.86342021250101,1.3314453575462548
TP_0202,10000.0,31450.0,34850.0,103.86431876863679,1.3314453463468
TP_0203,10000.0,31550.0,34850.0,103.86521732476488,1.3314453348177897
TP_0204,10000.0,28750.0,34950.0,103.84005775345722,1.3323498976226944
TP_0205,10000.0,28850.0,34950.0,103.84095631004199,1.3323498949898784
TP_0206,10000.0,28950.0,34950.0,103.84185486662486,1.3323498920272836
TP_0207,10000.0,29050.0,34950.0,103.84275342320562,1.3323498887349094
TP_0208,10000.0,29150.0,34950.0,103.84365197978406,1.3323498851127566
TP_0209,10000.0,29250.0,34950.0,103.84455053635993,1.3323498811608252
TP_0210,10000.0,29350.0,34950.0,103.84544909293304,1.3323498768791147
TP_0211,10000.0,29450.0,34950.0,103.84634764950312,1.332349872267625
TP_0212,10000.0,29550.0,34950.0,103.84724620606998,1.3323498673263565
TP_0213,10000.0,29650.0,34950.0,103.84814476263342,1.3323498620553096
TP_0214,10000.0,29750.0,34950.0,103.84904331919316,1.3323498564544836
TP_0215,10000.0,29850.0,34950.0,103.84994187574902,1.332349850523879
TP_0216,10000.0,29950.0,34950.0,103.85084043230079,1.3323498442634953
TP_0217,10000.0,30050.0,34950.0,103.85173898884818,1.3323498376733325
TP_0218,10000.0,30150.0,34950.0,103.85263754539105,1.3323498307533912
TP_0219,10000.0,30250.0,34950.0,103.85353610192911,1.3323498235036713
TP_0220,10000.0,30350.0,34950.0,103.85443465846217,1.3323498159241725
TP_0221,10000.0,30450.0,34950.0,103.85533321499001,1.3323498080148946
TP_0222,10000.0,30550.0,34950.0,103.85623177151238,1.3323497997758382
TP_0223,10000.0,30650.0,34950.0,103.8571303280291,1.3323497912070033
TP_0224,10000.0,30750.0,34950.0,103.85802888453992,1.3323497823083892
TP_0225,10000.0,30850.0,34950.0,103.85892744104461,1.3323497730799965
TP_0226,10000.0,30950.0,34950.0,103.85982599754297,1.332349763521825
TP_0227,10000.0,31050.0,34950.0,103.86072455403477,1.332349753633875
TP_0228,10000.0,31150.0,34950.0,103.86162311051977,1.3323497434161462
TP_0229,10000.0,31250.0,34950.0,103.86252166699778,1.3323497328686384
TP_0230,10000.0,31350.0,34950.0,103.86342022346855,1.332349721991352
TP_0231,10000.0,31450.0,34950.0,103.86431877993186,1.3323497107842874
TP_0232,10000.0,31550.0,34950.0,103.8652173363875,1.3323496992474437
TP_0233,10000.0,28750.0,35050.0,103.84005775591012,1.3332542621803831
TP_0234,10000.0,28850.0,35050.0,103.84095631282267,1.3332542595457793
TP_0235,10000.0,28950.0,35050.0,103.84185486973333,1.3332542565811725
TP_0236,10000.0,29050.0,35050.0,103.84275342664185,1.3332542532865632
TP_0237,10000.0,29150.0,35050.0,103.84365198354806,1.3332542496619508
TP_0238,10000.0,29250.0,35050.0,103.8445505404517,1.3332542457073358
TP_0239,10000.0,29350.0,35050.0,103.84544909735257,1.3332542414227178
TP_0240,10000.0,29450.0,35050.0,103.84634765425044,1.333254236808097
TP_0241,10000.0,29550.0,35050.0,103.84724621114508,1.3332542318634735
TP_0242,10000.0,29650.0,35050.0,103.84814476803628,1.3332542265888474
TP_0243,10000.0,29750.0,35050.0,103.8490433249238,1.3332542209842184
TP_0244,10000.0,29850.0,35050.0,103.84994188180744,1.3332542150495867
TP_0245,10000.0,29950.0,35050.0,103.85084043868696,1.3332542087849522
TP_0246,10000.0,30050.0,35050.0,103.85173899556214,1.3332542021903149
TP_0247,10000.0,30150.0,35050.0,103.85263755243275,1.333254195265675
TP_0248,10000.0,30250.0,35050.0,103.8535361092986,1.3332541880110325
TP_0249,10000.0,30350.0,35050.0,103.85443466615943,1.3332541804263869
TP_0250,10000.0,30450.0,35050.0,103.85533322301505,1.3332541725117386
TP_0251,10000.0,30550.0,35050.0,103.8562317798652,1.333254164267088
TP_0252,10000.0,30650.0,35050.0,103.85713033670969,1.3332541556924344
TP_0253,10000.0,30750.0,35050.0,103.85802889354828,1.3332541467877783
TP_0254,10000.0,30850.0,35050.0,103.85892745038075,1.3332541375531193
TP_0255,10000.0,30950.0,35050.0,103.85982600720688,1.3332541279884578
TP_0256,10000.0,31050.0,35050.0,103.86072456402644,1.3332541180937936
TP_0257,10000.0,31150.0,35050.0,103.86162312083923,1.3332541078691267
TP_0258,10000.0,31250.0,35050.0,103.86252167764499,1.3332540973144575
TP_0259,10000.0,31350.0,35050.0,103.86342023444354,1.3332540864297855
TP_0260,10000.0,31450.0,35050.0,103.86431879123464,1.3332540752151107
TP_0261,10000.0,31550.0,35050.0,103.86521734801805,1.3332540636704333
TP_0262,10000.0,28750.0,35150.0,103.84005775836471,1.3341586267314032
TP_0263,10000.0,28850.0,35150.0,103.84095631560524,1.3341586240950114
TP_0264,10000.0,28950.0,35150.0,103.84185487284388,1.334158621128393
TP_0265,10000.0,29050.0,35150.0,103.84275343008042,1.334158617831548
TP_0266,10000.0,29150.0,35150.0,103.84365198731462,1.3341586142044761
TP_0267,10000.0,29250.0,35150.0,103.84455054454625,1.3341586102471776
TP_0268,10000.0,29350.0,35150.0,103.84544910177512,1.3341586059596524
TP_0269,10000.0,29450.0,35150.0,103.84634765900098,1.3341586013419005
TP_0270,10000.0,29550.0,35150.0,103.84724621622361,1.334158596393922
TP_0271,10000.0,29650.0,35150.0,103.8481447734428,1.3341585911157168
TP_0272,10000.0,29750.0,35150.0,103.84904333065832,1.3341585855072846
TP_0273,10000.0,29850.0,35150.0,103.84994188786996,1.334158579568626
TP_0274,10000.0,29950.0,35150.0,103.85084044507748,1.3341585732997407
TP_0275,10000.0,30050.0,35150.0,103.85173900228064,1.3341585667006284
TP_0276,10000.0,30150.0,35150.0,103.85263755947926,1.33415855977129
TP_0277,10000.0,30250.0,35150.0,103.8535361166731,1.3341585525117248
TP_0278,10000.0,30350.0,35150.0,103.85443467386192,1.3341585449219329
TP_0279,10000.0,30450.0,35150.0,103.85533323104552,1.3341585370019138
TP_0280,10000.0,30550.0,35150.0,103.85623178822368,1.3341585287516688
TP_0281,10000.0,30650.0,35150.0,103.85713034539617,1.3341585201711972
TP_0282,10000.0,30750.0,35150.0,103.85802890256275,1.3341585112604986
TP_0283,10000.0,30850.0,35150.0,103.8589274597232,1.3341585020195734
TP_0284,10000.0,30950.0,35150.0,103.85982601687734,1.334158492448422
TP_0285,10000.0,31050.0,35150.0,103.8607245740249,1.3341584825470438
TP_0286,10000.0,31150.0,35150.0,103.86162313116567,1.334158472315439
TP_0287,10000.0,31250.0,35150.0,103.86252168829945,1.3341584617536075
TP_0288,10000.0,31350.0,35150.0,103.86342024542597,1.3341584508615498
TP_0289,10000.0,31450.0,35150.0,103.86431880254507,1.3341584396392654
TP_0290,10000.0,31550.0,35150.0,103.86521735965647,1.3341584280867549
TP_0291,10000.0,28750.0,35250.0,103.84005776082094,1.3350629912757497
TP_0292,10000.0,28850.0,35250.0,103.8409563183897,1.3350629886375704
TP_0293,10000.0,28950.0,35250.0,103.84185487595656,1.3350629856689402
TP_0294,10000.0,29050.0,35250.0,103.84275343352131,1.3350629823698599
TP_0295,10000.0,29150.0,35250.0,103.84365199108373,1.3350629787403285
TP_0296,10000.0,29250.0,35250.0,103.84455054864358,1.3350629747803466
TP_0297,10000.0,29350.0,35250.0,103.84544910620066,1.335062970489914
TP_0298,10000.0,29450.0,35250.0,103.84634766375474,1.335062965869031
TP_0299,10000.0,29550.0,35250.0,103.8472462213056,1.3350629609176972
TP_0300,10000.0,29650.0,35250.0,103.848144778853,1.3350629556359124
TP_0301,10000.0,29750.0,35250.0,103.84904333639675,1.3350629500236777
TP_0302,10000.0,29850.0,35250.0,103.8499418939366,1.3350629440809922
TP_0303,10000.0,29950.0,35250.0,103.85084045147232,1.3350629378078558
TP_0304,10000.0,30050.0,35250.0,103.85173900900371,1.3350629312042692
TP_0305,10000.0,30150.0,35250.0,103.85263756653055,1.3350629242702319
TP_0306,10000.0,30250.0,35250.0,103.8535361240526,1.3350629170057438
TP_0307,10000.0,30350.0,35250.0,103.85443468156966,1.335062909410805
TP_0308,10000.0,30450.0,35250.0,103.85533323908146,1.335062901485416
TP_0309,10000.0,30550.0,35250.0,103.85623179658785,1.3350628932295767
TP_0310,10000.0,30650.0,35250.0,103.85713035408854,1.3350628846432862
TP_0311,10000.0,30750.0,35250.0,103.85802891158333,1.335062875726546
TP_0312,10000.0,30850.0,35250.0,103.85892746907201,1.3350628664793545
TP_0313,10000.0,30950.0,35250.0,103.85982602655436,1.3350628569017127
TP_0314,10000.0,31050.0,35250.0,103.86072458403015,1.3350628469936208
TP_0315,10000.0,31150.0,35250.0,103.86162314149914,1.3350628367550779
TP_0316,10000.0,31250.0,35250.0,103.86252169896112,1.3350628261860846
TP_0317,10000.0,31350.0,35250.0,103.86342025641588,1.335062815286641
TP_0318,10000.0,31450.0,35250.0,103.86431881386318,1.335062804056747
TP_0319,10000.0,31550.0,35250.0,103.86521737130279,1.3350627924964027
TP_0320,10000.0,28750.0,35350.0,103.84005776327885,1.3359673558134189
TP_0321,10000.0,28850.0,35350.0,103.84095632117604,1.335967353173452
TP_0322,10000.0,28950.0,35350.0,103.84185487907133,1.3359673502028104
TP_0323,10000.0,29050.0,35350.0,103.84275343696454,1.335967346901494
TP_0324,10000.0,29150.0,35350.0,103.84365199485539,1.3359673432695034
TP_0325,10000.0,29250.0,35350.0,103.8445505527437,1.3359673393068379
TP_0326,10000.0,29350.0,35350.0,103.8454491106292,1.3359673350134982
TP_0327,10000.0,29450.0,35350.0,103.84634766851173,1.335967330389484
TP_0328,10000.0,29550.0,35350.0,103.84724622639102,1.3359673254347948
