time,cell_count,max_wbgt_proxy_c,p90_wbgt_proxy_c,cells_moderate_or_high,cells_high,max_utci_c,p90_utci_c,cells_moderate_utci,cells_strong_utci,cells_very_strong_utci,cells_extreme_utci,wbgt_alert,utci_alert,combined_alert,neighbourhood_alert
2026-05-10 00:00:00+08:00,986,27.13915495102106,26.71847294744006,0,0,30.11308985661303,29.58747741644836,985,0,0,0,low,moderate,watch,watch
2026-05-10 01:00:00+08:00,986,26.986871701706754,26.56100863627182,0,0,29.65043669625088,28.99712619667789,985,0,0,0,low,moderate,watch,watch
2026-05-10 02:00:00+08:00,986,27.092629588244932,26.66735169646483,0,0,29.863676905134803,29.214921682356774,985,0,0,0,low,moderate,watch,watch
2026-05-10 03:00:00+08:00,986,27.001751367735565,26.57713550355266,0,0,29.775935465371155,29.150832251508223,985,0,0,0,low,moderate,watch,watch
2026-05-10 04:00:00+08:00,986,26.80129396837232,26.376364733021685,0,0,29.551936637779818,28.935300018323275,985,0,0,0,low,moderate,watch,watch
2026-05-10 05:00:00+08:00,986,26.493613045903384,26.069747747012705,0,0,29.157519147467436,28.537321314964473,985,0,0,0,low,moderate,watch,watch
2026-05-10 06:00:00+08:00,986,26.505185341516366,26.083110331077933,0,0,29.25373644821586,28.666176939629896,985,0,0,0,low,moderate,watch,watch
2026-05-10 07:00:00+08:00,986,26.308441261219187,25.887629205778953,0,0,29.06005814500256,28.492420439933973,985,0,0,0,low,moderate,watch,watch
2026-05-10 08:00:00+08:00,986,27.249487819359985,26.828524223622065,0,0,30.339528255745886,29.706113993643545,985,0,0,0,low,moderate,watch,watch
2026-05-10 09:00:00+08:00,986,28.002814918169776,27.617575290295576,0,0,33.35921602162443,32.60251490858345,985,279,0,0,low,strong,elevated,elevated
2026-05-10 10:00:00+08:00,986,28.778100447940147,28.328144715391566,0,0,36.618177412047345,35.224278325483205,985,794,0,0,low,strong,elevated,elevated
2026-05-10 11:00:00+08:00,986,28.73445860295444,28.223576072664518,0,0,38.81890372020457,36.62574718355129,985,814,14,0,low,very_strong,high,high
2026-05-10 12:00:00+08:00,986,28.845022133456844,28.312806334237305,0,0,39.33875488999454,36.94019324099417,985,799,28,0,low,very_strong,high,high
2026-05-10 13:00:00+08:00,986,29.534266812673057,28.991328791682868,0,0,41.25693520782161,38.54247491605621,985,913,144,0,low,very_strong,high,high
2026-05-10 14:00:00+08:00,986,28.804385501990335,28.260891061353675,0,0,39.606410806121055,36.927913677561584,985,731,32,0,low,very_strong,high,high
2026-05-10 15:00:00+08:00,986,29.17968550776808,28.652489350887322,0,0,40.02845761754121,37.643209219829785,985,896,70,0,low,very_strong,high,high
2026-05-10 16:00:00+08:00,986,29.29104839235055,28.784990312300074,0,0,40.21235318987708,38.035513455003716,985,949,105,0,low,very_strong,high,high
2026-05-10 17:00:00+08:00,986,27.757474495849674,27.3273227518245,0,0,34.08069800293401,33.05744292551366,985,324,0,0,low,strong,elevated,elevated
2026-05-10 18:00:00+08:00,986,26.98242949805254,26.577315751725894,0,0,30.853341780749457,30.22581033924564,985,0,0,0,low,moderate,watch,watch
2026-05-10 19:00:00+08:00,986,26.934436530286,26.51520591528696,0,0,30.156722109434558,29.498186963205196,985,0,0,0,low,moderate,watch,watch
2026-05-10 20:00:00+08:00,986,26.785487682622914,26.360566165294642,0,0,29.52286411153652,28.86760645988653,985,0,0,0,low,moderate,watch,watch
2026-05-10 21:00:00+08:00,986,26.78093315283416,26.355285364283983,0,0,29.483678776526688,28.822425980878002,985,0,0,0,low,moderate,watch,watch
2026-05-10 22:00:00+08:00,986,26.780247267346972,26.35432196563966,0,0,29.37369526590927,28.715307133437566,985,0,0,0,low,moderate,watch,watch
2026-05-10 23:00:00+08:00,986,26.684905429101285,26.259349314955497,0,0,29.180859249493306,28.5576619555712,985,0,0,0,low,moderate,watch,watch
2026-05-11 00:00:00+08:00,986,26.584804959784208,26.16018265594431,0,0,29.074015690449528,28.455935283749394,985,0,0,0,low,moderate,watch,watch
2026-05-11 01:00:00+08:00,986,26.475104267184513,26.049934809999232,0,0,28.854832757376503,28.23468801694399,985,0,0,0,low,moderate,watch,watch
2026-05-11 02:00:00+08:00,986,26.2816666782102,25.857126197853464,0,0,28.729532619165518,28.12708627786318,985,0,0,0,low,moderate,watch,watch
2026-05-11 03:00:00+08:00,986,25.89133557987021,25.467946409423458,0,0,28.422646162404437,27.846441108232156,985,0,0,0,low,moderate,watch,watch
2026-05-11 04:00:00+08:00,986,25.800983322498922,25.378964363508324,0,0,28.412356209261326,27.8518957972225,984,0,0,0,low,moderate,watch,watch
2026-05-11 05:00:00+08:00,986,25.31986513767376,24.897541638994873,0,0,27.23136518631698,26.614205806551436,827,0,0,0,low,moderate,watch,watch
2026-05-11 06:00:00+08:00,986,25.239626576461802,24.81876541463934,0,0,27.311666231168363,26.719559081845226,888,0,0,0,low,moderate,watch,watch
2026-05-11 07:00:00+08:00,986,25.43886868262348,25.01673909162497,0,0,27.49461845913116,26.918221749685465,939,0,0,0,low,moderate,watch,watch
2026-05-11 08:00:00+08:00,986,26.095543003341355,25.670818664288078,0,0,28.574263554509795,27.930165044270307,982,0,0,0,low,moderate,watch,watch
2026-05-11 09:00:00+08:00,986,26.50758346511089,26.103296913138994,0,0,30.16688347236744,29.51805535402722,985,0,0,0,low,moderate,watch,watch
2026-05-11 10:00:00+08:00,986,27.26152802209884,26.825871001712674,0,0,33.339460643134586,32.28423615454667,985,149,0,0,low,strong,elevated,elevated
2026-05-11 11:00:00+08:00,986,27.94043480643984,27.44549718980695,0,0,36.74935583058751,34.82710526964569,985,526,0,0,low,strong,elevated,elevated
2026-05-11 12:00:00+08:00,986,28.5271216780589,27.993490185107298,0,0,39.18393055159639,36.68844601153155,985,736,23,0,low,very_strong,high,high
2026-05-11 13:00:00+08:00,986,28.832143367417544,28.285665763248748,0,0,40.230959418588505,37.4365997703681,985,770,53,0,low,very_strong,high,high
2026-05-11 14:00:00+08:00,986,29.00868606886143,28.4750839872698,0,0,39.36374275813882,36.9338799610424,985,791,29,0,low,very_strong,high,high
2026-05-11 15:00:00+08:00,986,28.88549289316282,28.35462729611183,0,0,39.14473719804623,36.74384598693193,985,771,23,0,low,very_strong,high,high
2026-05-11 16:00:00+08:00,986,28.72951202889472,28.23419506299815,0,0,37.622927028557186,35.70576444062285,985,729,0,0,low,strong,elevated,elevated
2026-05-11 17:00:00+08:00,986,27.89750255618553,27.477922911621974,0,0,33.80716107472464,32.87132013320503,985,295,0,0,low,strong,elevated,elevated
2026-05-11 18:00:00+08:00,986,27.647613272529608,27.25548234664786,0,0,32.58620532674758,31.87224764011363,985,64,0,0,low,strong,elevated,elevated
2026-05-11 19:00:00+08:00,986,27.442576243957117,27.024891596643755,0,0,30.958998495849137,30.31084136159181,985,0,0,0,low,moderate,watch,watch
2026-05-11 20:00:00+08:00,986,27.481674025109502,27.054536112457384,0,0,30.211269734889274,29.545301769730862,985,0,0,0,low,moderate,watch,watch
2026-05-11 21:00:00+08:00,986,26.978603212522685,26.55142281560152,0,0,29.579321800850046,28.916836293532576,985,0,0,0,low,moderate,watch,watch
2026-05-11 22:00:00+08:00,986,27.095608507451573,26.66940318953771,0,0,29.737740577842814,29.10592775729351,985,0,0,0,low,moderate,watch,watch
2026-05-11 23:00:00+08:00,986,27.113303995989803,26.688934527336457,0,0,29.88364991263817,29.30068851339708,985,0,0,0,low,moderate,watch,watch
2026-05-12 00:00:00+08:00,986,26.920490536141976,26.498528112967534,0,0,29.684780299159513,29.14944692212389,985,0,0,0,low,moderate,watch,watch
2026-05-12 01:00:00+08:00,986,26.718122732551656,26.29666168097259,0,0,29.491867837494436,28.951010498394826,985,0,0,0,low,moderate,watch,watch
2026-05-12 02:00:00+08:00,986,26.710906602138255,26.28910530282702,0,0,29.43371143052121,28.870119454729494,985,0,0,0,low,moderate,watch,watch
2026-05-12 03:00:00+08:00,986,26.66444369811944,26.236764319632872,0,0,29.04150053016325,28.37212645724851,985,0,0,0,low,moderate,watch,watch
2026-05-12 04:00:00+08:00,986,26.47686360052356,26.050948226997676,0,0,29.0147347230474,28.36002283110886,985,0,0,0,low,moderate,watch,watch
2026-05-12 05:00:00+08:00,986,26.391033351290986,25.967606479476625,0,0,28.94773228022512,28.349092811222892,985,0,0,0,low,moderate,watch,watch
2026-05-12 06:00:00+08:00,986,26.52516472401221,26.103902891859605,0,0,29.335410944778243,28.804944323787048,985,0,0,0,low,moderate,watch,watch
2026-05-12 07:00:00+08:00,986,26.224421457949077,25.804216312479753,0,0,29.072338231703554,28.537716465800692,985,0,0,0,low,moderate,watch,watch
2026-05-12 08:00:00+08:00,986,26.94580730829947,26.526101600651373,0,0,30.035440202970662,29.39772048050073,985,0,0,0,low,moderate,watch,watch
2026-05-12 09:00:00+08:00,986,27.493690359008095,27.105113637328447,0,0,32.462882841599544,31.71434421207889,985,26,0,0,low,strong,elevated,elevated
2026-05-12 10:00:00+08:00,986,28.24368540618651,27.800709446273338,0,0,35.40675547710523,34.149020899274085,985,541,0,0,low,strong,elevated,elevated
2026-05-12 11:00:00+08:00,986,28.914214994971143,28.42005922435307,0,0,37.73951033743852,35.87426582975238,985,772,0,0,low,strong,elevated,elevated
2026-05-12 12:00:00+08:00,986,27.983543671422737,27.45717776036522,0,0,37.60348405784684,35.30104678544323,985,533,0,0,low,strong,elevated,elevated
2026-05-12 13:00:00+08:00,986,27.483825831816347,26.998489057234863,0,0,35.12794876530159,33.47186591535014,985,321,0,0,low,strong,elevated,elevated
2026-05-12 14:00:00+08:00,986,27.916120604920966,27.408169257250737,0,0,36.80887847932759,34.70491818424997,985,469,0,0,low,strong,elevated,elevated
2026-05-12 15:00:00+08:00,986,27.157625642784016,26.714355621813198,0,0,33.94473168000427,32.691633263063466,985,217,0,0,low,strong,elevated,elevated
2026-05-12 16:00:00+08:00,986,27.506592029456463,27.05053850324877,0,0,34.67656356290808,33.24595098244603,985,308,0,0,low,strong,elevated,elevated
2026-05-12 17:00:00+08:00,986,27.687358124090625,27.254888951087487,0,0,33.999839833357186,32.95624791141314,985,296,0,0,low,strong,elevated,elevated
2026-05-12 18:00:00+08:00,986,27.064609281336384,26.67438778847592,0,0,32.079850432331476,31.397498324515052,985,3,0,0,low,strong,elevated,elevated
2026-05-12 19:00:00+08:00,986,26.771025701524707,26.354411156242698,0,0,30.293281726092637,29.745473674874965,985,0,0,0,low,moderate,watch,watch
2026-05-12 20:00:00+08:00,986,26.621137785185642,26.201111694797362,0,0,29.493141715854335,28.94521976461078,985,0,0,0,low,moderate,watch,watch
2026-05-12 21:00:00+08:00,986,26.902130919634313,26.476792856847425,0,0,29.62120095788223,29.00977621548079,985,0,0,0,low,moderate,watch,watch
2026-05-12 22:00:00+08:00,986,26.28256617724263,25.859063506847946,0,0,28.804660447804498,28.17917414055815,985,0,0,0,low,moderate,watch,watch
2026-05-12 23:00:00+08:00,986,26.186144812592723,25.76310946711051,0,0,28.726376178209307,28.116139882602898,985,0,0,0,low,moderate,watch,watch
2026-05-13 00:00:00+08:00,986,26.381405625721396,25.956224003573393,0,0,28.943897968968507,28.300927418574915,985,0,0,0,low,moderate,watch,watch
2026-05-13 01:00:00+08:00,986,26.64444230377655,26.226063166670347,0,0,29.728274707435858,29.227831667708873,985,0,0,0,low,moderate,watch,watch
2026-05-13 02:00:00+08:00,986,26.704098249121,26.280114337237883,0,0,29.514075177207392,28.903734784566076,985,0,0,0,low,moderate,watch,watch
2026-05-13 03:00:00+08:00,986,26.815472745628316,26.393378950729335,0,0,29.668194501805214,29.091892863213612,985,0,0,0,low,moderate,watch,watch
2026-05-13 04:00:00+08:00,986,26.616351921651997,26.195494529868014,0,0,29.41051577619796,28.858435373364593,985,0,0,0,low,moderate,watch,watch
2026-05-13 05:00:00+08:00,986,26.705497386692997,26.281786335192145,0,0,29.525644433668717,28.919681201528178,985,0,0,0,low,moderate,watch,watch
2026-05-13 06:00:00+08:00,986,26.717372774616848,26.295949188121153,0,0,29.732849882661217,29.149044236283878,985,0,0,0,low,moderate,watch,watch
2026-05-13 07:00:00+08:00,986,26.733319500002704,26.315250500203582,0,0,29.8051428372998,29.27370843955042,985,0,0,0,low,moderate,watch,watch
2026-05-13 08:00:00+08:00,986,26.963895859274324,26.543561868556512,0,0,30.274694442192494,29.716475092986688,985,0,0,0,low,moderate,watch,watch
2026-05-13 09:00:00+08:00,986,27.335032493771152,26.935088470965344,0,0,31.640733525186672,31.01215328491261,985,0,0,0,low,moderate,watch,watch
2026-05-13 10:00:00+08:00,986,27.796331475999548,27.380412306413692,0,0,33.617164579717134,32.70378138740215,985,254,0,0,low,strong,elevated,elevated
2026-05-13 11:00:00+08:00,986,28.18132227098759,27.69448503874743,0,0,36.14902087299896,34.453705938466875,985,500,0,0,low,strong,elevated,elevated
2026-05-13 12:00:00+08:00,986,28.807599908273733,28.276539733818172,0,0,38.56177577447824,36.21262291198715,985,707,6,0,low,very_strong,high,high
2026-05-13 13:00:00+08:00,986,28.66691322202647,28.18394101283264,0,0,36.62045038913958,34.989964415981255,985,655,0,0,low,strong,elevated,elevated
2026-05-13 14:00:00+08:00,986,27.636255341396122,27.194037243266,0,0,34.508589141119934,33.28568339513838,985,333,0,0,low,strong,elevated,elevated
2026-05-13 15:00:00+08:00,986,27.705024913180807,27.267072532897306,0,0,34.30194432366662,33.20028381309866,985,343,0,0,low,strong,elevated,elevated
2026-05-13 16:00:00+08:00,986,27.780105092147256,27.354003489720995,0,0,34.201366119213716,33.177887161862515,985,371,0,0,low,strong,elevated,elevated
2026-05-13 17:00:00+08:00,986,27.59094843173662,27.18885858592718,0,0,33.348575538130035,32.503784330642624,985,221,0,0,low,strong,elevated,elevated
2026-05-13 18:00:00+08:00,986,27.476691509403476,27.08264975487995,0,0,32.060739193071825,31.39249032721996,985,2,0,0,low,strong,elevated,elevated
2026-05-13 19:00:00+08:00,986,27.072549082600176,26.65412411825378,0,0,30.442469873231147,29.840959565096068,985,0,0,0,low,moderate,watch,watch
2026-05-13 20:00:00+08:00,986,27.013172268652866,26.589182846471804,0,0,29.869959124404136,29.27733601922176,985,0,0,0,low,moderate,watch,watch
2026-05-13 21:00:00+08:00,986,27.113367097142152,26.68884992138513,0,0,29.931098876421057,29.339695570488647,985,0,0,0,low,moderate,watch,watch
2026-05-13 22:00:00+08:00,986,26.985693593452574,26.55963494108597,0,0,29.640362363737058,28.985931474302483,985,0,0,0,low,moderate,watch,watch
2026-05-13 23:00:00+08:00,986,26.97096563026318,26.543702558827682,0,0,29.56546667273126,28.893196298450086,985,0,0,0,low,moderate,watch,watch
