cell_id,old_dsm_area_m2,new_dsm_area_m2,osm_area_m2,osm_count_intersections,old_vs_osm_completeness,new_vs_osm_completeness,coverage_gain_vs_osm,new_minus_old_dsm_area_m2
TP_0001,0.0,3452.0,3472.382071321351,21.0,0.0,0.994130233683186,0.994130233683186,3452.0
TP_0002,0.0,4048.0,4036.634270367069,22.0,0.0,1.0028156451319772,1.0028156451319772,4048.0
TP_0003,564.0,1564.0,1572.6977250377527,6.0,0.35861945434330755,0.9944695506966897,0.6358500963533822,1000.0
TP_0004,2236.0,4688.0,4694.828551510922,19.0,0.47626872322747443,0.9985455163194992,0.5222767930920247,2452.0
TP_0005,1168.0,2180.0,2130.779437186796,10.0,0.548156219088577,1.0230997924769674,0.4749435733883903,1012.0
TP_0006,0.0,1436.0,1438.3808889583495,2.0,0.0,0.9983447437485952,0.9983447437485952,1436.0
TP_0007,0.0,2784.0,2757.7527486900985,5.0,0.0,1.0095176231162741,1.0095176231162741,2784.0
TP_0008,0.0,5056.0,5043.564215398692,15.0,0.0,1.0024656738905673,1.0024656738905673,5056.0
TP_0009,0.0,1720.0,1726.8771586663831,5.0,0.0,0.9960175750591929,0.9960175750591929,1720.0
TP_0010,0.0,3328.0,3330.0853002917706,15.0,0.0,0.9993737997367251,0.9993737997367251,3328.0
TP_0011,504.0,3316.0,3613.330113831993,8.0,0.13948351911458767,0.9177129948094696,0.7782294756948819,2812.0
TP_0012,0.0,3940.0,3937.0109787727474,13.0,0.0,1.0007592107930023,1.0007592107930023,3940.0
TP_0013,0.0,3164.0,3150.870855445825,5.0,0.0,1.0041668304276843,1.0041668304276843,3164.0
TP_0014,0.0,2748.0,2757.191636557754,7.0,0.0,0.9966663047878568,0.9966663047878568,2748.0
TP_0015,0.0,3776.0,3768.0998054406887,9.0,0.0,1.002096599073067,1.002096599073067,3776.0
TP_0016,0.0,1836.0,1831.5200784744543,5.0,0.0,1.0024460127836967,1.0024460127836967,1836.0
TP_0017,24.0,900.0,940.5506012956442,4.0,0.02551696842991657,0.9568863161218714,0.9313693476919548,876.0
TP_0018,796.0,1168.0,1672.604608809485,4.0,0.47590446409601334,0.6983120779700297,0.22240761387401636,372.0
TP_0019,636.0,696.0,855.8303515505332,7.0,0.7431379348111924,0.8132452871518708,0.07010735234067844,60.0
TP_0020,2980.0,2980.0,3204.6064796406276,6.0,0.929911369440339,0.929911369440339,0.0,0.0
TP_0021,3428.0,3588.0,3576.632449419083,7.0,0.9584434656003795,1.003178283131319,0.04473481753093944,160.0
TP_0022,2388.0,2492.0,2509.903089355718,6.0,0.951431156894982,0.992867019674328,0.04143586277934597,104.0
TP_0023,1556.0,1248.0,1531.8263824711146,3.0,1.0157809121226187,0.8147137392860078,-0.2010671728366109,-308.0
TP_0024,428.0,456.0,472.6248112249007,2.0,0.9055808959558287,0.9648245059716306,0.05924361001580192,28.0
TP_0025,0.0,20.0,21.53692122527822,1.0,0.0,0.9286378396799673,0.9286378396799673,20.0
TP_0026,0.0,2908.0,2920.657425187301,9.0,0.0,0.9956662410736208,0.9956662410736208,2908.0
TP_0027,0.0,4104.0,4103.66000846949,45.0,0.0,1.0000828508038697,1.0000828508038697,4104.0
TP_0028,0.0,4308.0,4313.566972261906,42.0,0.0,0.9987094271868957,0.9987094271868957,4308.0
TP_0029,0.0,1864.0,1852.4454064726394,17.0,0.0,1.0062374812704264,1.0062374812704264,1864.0
TP_0030,0.0,2800.0,2807.004832983517,15.0,0.0,0.9975045169494519,0.9975045169494519,2800.0
TP_0031,0.0,2520.0,2514.50610883795,7.0,0.0,1.0021848788287848,1.0021848788287848,2520.0
TP_0032,0.0,1704.0,1711.5280270684534,5.0,0.0,0.9956015753470613,0.9956015753470613,1704.0
TP_0033,0.0,2636.0,2641.637318333204,15.0,0.0,0.9978659756605949,0.9978659756605949,2636.0
TP_0034,0.0,3404.0,3431.7492114609768,13.0,0.0,0.9919139745502664,0.9919139745502664,3404.0
TP_0035,288.0,2200.0,2197.4641153925754,16.0,0.1310601606563887,1.0011540050140804,0.8700938443576917,1912.0
TP_0036,0.0,3496.0,3591.716920288796,12.0,0.0,0.973350650284238,0.973350650284238,3496.0
TP_0037,0.0,5972.0,5951.928614252068,6.0,0.0,1.003372249072321,1.003372249072321,5972.0
TP_0038,0.0,2092.0,2055.6188594344007,4.0,0.0,1.0176983882000428,1.0176983882000428,2092.0
TP_0039,0.0,3632.0,3617.2690972538016,6.0,0.0,1.0040723823277018,1.0040723823277018,3632.0
TP_0040,0.0,1832.0,1845.9647733612185,10.0,0.0,0.9924349729947496,0.9924349729947496,1832.0
TP_0041,0.0,3380.0,3374.729424435467,33.0,0.0,1.0015617772276408,1.0015617772276408,3380.0
TP_0042,0.0,2740.0,2740.5847264133236,19.0,0.0,0.9997866417309824,0.9997866417309824,2740.0
TP_0043,0.0,3272.0,3259.588543656887,5.0,0.0,1.0038076757777499,1.0038076757777499,3272.0
TP_0044,516.0,2096.0,1941.2342248660407,6.0,0.265810273376778,1.079725451545982,0.813915178169204,1580.0
TP_0045,0.0,2508.0,2510.539900999327,6.0,0.0,0.998988304866887,0.998988304866887,2508.0
TP_0046,0.0,2608.0,2587.322319661065,3.0,0.0,1.0079919228392247,1.0079919228392247,2608.0
TP_0047,1016.0,1380.0,1453.513538975223,4.0,0.69899589701539,0.9494235609067305,0.2504276638913405,364.0
TP_0048,3000.0,3000.0,3348.5210735926116,8.0,0.8959179094492945,0.8959179094492945,0.0,0.0
TP_0049,3548.0,3596.0,3529.764394378193,9.0,1.0051662387582725,1.0187648800943483,0.0135986413360758,48.0
TP_0050,2036.0,2036.0,1853.378935594766,3.0,1.0985341210574562,1.0985341210574562,0.0,0.0
TP_0051,528.0,636.0,520.7567197434219,4.0,1.0139091441011974,1.2212996508491696,0.20739050674797221,108.0
TP_0052,2148.0,2004.0,2262.536128975399,5.0,0.9493771049626212,0.8857317124511604,-0.06364539251146073,-144.0
TP_0053,2876.0,3044.0,1071.623725197901,3.0,2.683777833930354,2.840549279027816,0.156771445097462,168.0
TP_0054,48.0,760.0,722.6321863059994,1.0,0.06642383346550017,1.0517106965370862,0.985286863071586,712.0
TP_0055,0.0,1932.0,1959.5682004223142,6.0,0.0,0.9859314922459076,0.9859314922459076,1932.0
TP_0056,0.0,3700.0,3696.5009954021702,16.0,0.0,1.0009465720696902,1.0009465720696902,3700.0
TP_0057,0.0,3364.0,3365.605312456482,14.0,0.0,0.9995230241494627,0.9995230241494627,3364.0
TP_0058,0.0,1220.0,1222.3554369232954,9.0,0.0,0.9980730343628821,0.9980730343628821,1220.0
TP_0059,0.0,0.0,0.0,0.0,,,,0.0
TP_0060,0.0,28.0,27.427729394864414,1.0,0.0,1.0208646730065354,1.0208646730065354,28.0
TP_0061,0.0,1472.0,1467.4913326588,5.0,0.0,1.003072363864004,1.003072363864004,1472.0
TP_0062,0.0,1636.0,1625.913855962011,6.0,0.0,1.0062033692627714,1.0062033692627714,1636.0
TP_0063,24.0,2316.0,2388.786738911781,10.0,0.010046941239691104,0.9695298296301916,0.9594828883905006,2292.0
TP_0064,1524.0,1524.0,1604.4592488723592,4.0,0.9498527314240562,0.9498527314240562,0.0,0.0
TP_0065,0.0,184.0,176.1981437898309,3.0,0.0,1.0442788785531993,1.0442788785531993,184.0
TP_0066,0.0,1464.0,1483.6066581368639,5.0,0.0,0.9867844633688243,0.9867844633688243,1464.0
TP_0067,0.0,1756.0,1764.4171973572209,5.0,0.0,0.9952294744293876,0.9952294744293876,1756.0
TP_0068,0.0,1736.0,1721.3171766732576,4.0,0.0,1.008529992918051,1.008529992918051,1736.0
TP_0069,0.0,1492.0,1488.4487053942532,3.0,0.0,1.002385903251403,1.002385903251403,1492.0
TP_0070,0.0,1712.0,1695.4101755083939,6.0,0.0,1.0097851391546777,1.0097851391546777,1712.0
TP_0071,336.0,1596.0,1493.2609186587897,10.0,0.22501091122225778,1.0688018283057243,0.8437909170834665,1260.0
TP_0072,992.0,1908.0,1563.9217304368085,6.0,0.6343028430987598,1.2200099038633405,0.5857070607645807,916.0
TP_0073,368.0,1636.0,1780.7307475173784,6.0,0.20665673376676988,0.9187239577240096,0.7120672239572398,1268.0
TP_0074,1120.0,3504.0,3378.5094896336395,5.0,0.331507134562304,1.0371437495592082,0.7056366149969042,2384.0
TP_0075,820.0,1972.0,1885.9405109112058,6.0,0.43479632324341505,1.0456321334585543,0.6108358102151392,1152.0
TP_0076,1796.0,1796.0,2133.8908529154915,3.0,0.8416550441397516,0.8416550441397516,0.0,0.0
TP_0077,2692.0,2692.0,2629.247461873118,10.0,1.023867109900023,1.023867109900023,0.0,0.0
TP_0078,3148.0,3328.0,3187.6555053341353,12.0,0.9875596640641446,1.0440274974604427,0.05646783339629802,180.0
TP_0079,704.0,704.0,694.4150264485548,4.0,1.0138029466333203,1.0138029466333203,0.0,0.0
TP_0080,644.0,644.0,841.5463552321582,2.0,0.7652579040905466,0.7652579040905466,0.0,0.0
TP_0081,3800.0,3800.0,3855.7501229941895,6.0,0.9855410435801538,0.9855410435801538,0.0,0.0
TP_0082,1724.0,1724.0,1285.9519863395344,3.0,1.3406410335018575,1.3406410335018575,0.0,0.0
TP_0083,2056.0,2056.0,234.81977357391784,2.0,8.755651062549045,8.755651062549045,0.0,0.0
TP_0084,0.0,2664.0,2667.3233042052534,3.0,0.0,0.9987540677202446,0.9987540677202446,2664.0
TP_0085,0.0,2772.0,2755.7757417399384,6.0,0.0,1.0058873652214595,1.0058873652214595,2772.0
TP_0086,0.0,996.0,981.6773467451998,8.0,0.0,1.0145899804067882,1.0145899804067882,996.0
TP_0087,0.0,4012.0,4007.910900627475,17.0,0.0,1.001020257055087,1.001020257055087,4012.0
TP_0088,0.0,0.0,0.0,0.0,,,,0.0
TP_0089,0.0,352.0,349.75190414346383,1.0,0.0,1.0064276872546032,1.0064276872546032,352.0
TP_0090,0.0,644.0,642.6976336388352,2.0,0.0,1.0020264060313884,1.0020264060313884,644.0
TP_0091,0.0,1204.0,1208.9202017150483,4.0,0.0,0.995930085618498,0.995930085618498,1204.0
TP_0092,180.0,2072.0,2033.2838333555137,5.0,0.088526745281276,1.0190412012377994,0.9305144559565234,1892.0
TP_0093,2316.0,2316.0,2221.4761977913527,2.0,1.0425499954951691,1.0425499954951691,0.0,0.0
TP_0094,144.0,144.0,63.3827437652985,1.0,2.2719117451466144,2.2719117451466144,0.0,0.0
TP_0095,0.0,128.0,128.32914684176728,1.0,0.0,0.9974351357437673,0.9974351357437673,128.0
TP_0096,0.0,764.0,762.1202189035662,2.0,0.0,1.0024665151898715,1.0024665151898715,764.0
TP_0097,0.0,1968.0,1959.3311184290105,3.0,0.0,1.0044244086614313,1.0044244086614313,1968.0
TP_0098,0.0,2464.0,2478.7321442425487,3.0,0.0,0.9940565807899947,0.9940565807899947,2464.0
TP_0099,0.0,424.0,425.8796911089548,2.0,0.0,0.9955863330696512,0.9955863330696512,424.0
TP_0100,1464.0,1464.0,1627.3102107563172,2.0,0.8996440815790024,0.8996440815790024,0.0,0.0
TP_0101,712.0,716.0,1010.7043000544897,2.0,0.7044592567396954,0.708416893013514,0.00395763627381851,4.0
TP_0102,0.0,312.0,300.0061134186075,1.0,0.0,1.039978807247361,1.039978807247361,312.0
TP_0103,1020.0,1020.0,1067.2491171997365,1.0,0.9557281271651838,0.9557281271651838,0.0,0.0
TP_0104,1276.0,1276.0,1354.0799224166342,2.0,0.9423372866519691,0.9423372866519691,0.0,0.0
TP_0105,900.0,900.0,1074.8417358698753,2.0,0.8373325764761312,0.8373325764761312,0.0,0.0
TP_0106,808.0,808.0,724.8299205307917,4.0,1.1147442691222005,1.1147442691222005,0.0,0.0
TP_0107,1132.0,1132.0,1039.2568304129318,3.0,1.0892398941946027,1.0892398941946027,0.0,0.0
TP_0108,528.0,1832.0,1806.2771928538687,4.0,0.29231393835282526,1.0142407861029845,0.7219268477501593,1304.0
TP_0109,0.0,1436.0,1429.9777886222155,2.0,0.0,1.0042114020411372,1.0042114020411372,1436.0
TP_0110,420.0,1628.0,1555.9310698801219,2.0,0.26993483717267713,1.046318845040758,0.7763840078680808,1208.0
TP_0111,276.0,2168.0,2226.558738378352,6.0,0.12395810415539113,0.973699890611913,0.8497417864565219,1892.0
TP_0112,604.0,3280.0,3255.026400784025,6.0,0.18555917084252127,1.0076723184825658,0.8221131476400445,2676.0
TP_0113,0.0,0.0,0.0,0.0,,,,0.0
TP_0114,0.0,48.0,52.73410391972668,1.0,0.0,0.9102269012301212,0.9102269012301212,48.0
TP_0115,0.0,1256.0,1253.0698386272268,4.0,0.0,1.0023383863232902,1.0023383863232902,1256.0
TP_0116,0.0,1756.0,1763.5685010119055,13.0,0.0,0.9957084167654601,0.9957084167654601,1756.0
TP_0117,0.0,48.0,50.26803225402762,1.0,0.0,0.9548812206818401,0.9548812206818401,48.0
TP_0118,0.0,524.0,514.6087169455745,2.0,0.0,1.018249366451013,1.018249366451013,524.0
TP_0119,600.0,600.0,650.7160207807748,1.0,0.9220612077140469,0.9220612077140469,0.0,0.0
TP_0120,1492.0,1492.0,1334.87617825974,1.0,1.1177066639582258,1.1177066639582258,0.0,0.0
TP_0121,0.0,0.0,0.0,0.0,,,,0.0
TP_0122,240.0,240.0,46.76770102720338,1.0,5.131746798081846,5.131746798081846,0.0,0.0
TP_0123,36.0,36.0,0.0,0.0,,,,0.0
TP_0124,0.0,0.0,0.0,0.0,,,,0.0
TP_0125,0.0,0.0,0.0,0.0,,,,0.0
TP_0126,0.0,0.0,0.0,0.0,,,,0.0
TP_0127,0.0,16.0,14.333608521608081,1.0,0.0,1.1162576385339265,1.1162576385339265,16.0
TP_0128,0.0,168.0,168.2593625318885,1.0,0.0,0.9984585551259333,0.9984585551259333,168.0
TP_0129,0.0,0.0,0.0,0.0,,,,0.0
TP_0130,0.0,0.0,0.0,0.0,,,,0.0
TP_0131,0.0,0.0,0.0,0.0,,,,0.0
TP_0132,0.0,64.0,61.0833422277451,1.0,0.0,1.047748824243774,1.047748824243774,64.0
TP_0133,0.0,4144.0,4117.095075226092,1.0,0.0,1.0065349291872814,1.0065349291872814,4144.0
TP_0134,600.0,600.0,483.17915149471247,1.0,1.2417754328677113,1.2417754328677113,0.0,0.0
TP_0135,428.0,1500.0,1574.800815383032,3.0,0.27178040284154886,0.9525014118278581,0.6807210089863092,1072.0
TP_0136,0.0,1268.0,1267.0808096209844,6.0,0.0,1.00072543942899,1.00072543942899,1268.0
TP_0137,680.0,920.0,752.9160088971888,3.0,0.9031551885794136,1.2219158433721478,0.3187606547927342,240.0
TP_0138,160.0,160.0,34.22260548389754,1.0,4.675272315992522,4.675272315992522,0.0,0.0
TP_0139,0.0,44.0,41.358401467586305,1.0,0.0,1.0638709050320523,1.0638709050320523,44.0
TP_0140,0.0,1068.0,1060.09094478902,2.0,0.0,1.0074607327322789,1.0074607327322789,1068.0
TP_0141,0.0,2236.0,2236.9384806855187,2.0,0.0,0.9995804620048241,0.9995804620048241,2236.0
TP_0142,0.0,0.0,0.0,0.0,,,,0.0
TP_0143,0.0,0.0,0.0,0.0,,,,0.0
TP_0144,0.0,0.0,0.0,0.0,,,,0.0
TP_0145,1808.0,1808.0,1026.756438734893,1.0,1.7608849886811597,1.7608849886811597,0.0,0.0
TP_0146,0.0,2120.0,2135.311199745747,9.0,0.0,0.9928295230467716,0.9928295230467716,2120.0
TP_0147,0.0,1168.0,1158.4486888316735,3.0,0.0,1.0082449151700963,1.0082449151700963,1168.0
TP_0148,2772.0,2772.0,2990.2152647150497,4.0,0.9270235600459874,0.9270235600459874,0.0,0.0
TP_0149,3572.0,3572.0,3544.2044773096786,7.0,1.007842527954657,1.007842527954657,0.0,0.0
TP_0150,40.0,2760.0,2741.2195985590492,5.0,0.01459204509592242,1.006851111618647,0.9922590665227246,2720.0
TP_0151,1596.0,2164.0,2724.46509523972,5.0,0.5858030637972153,0.7942843546724148,0.2084812908751995,568.0
TP_0152,2908.0,2908.0,3174.9444423897917,4.0,0.9159215390273533,0.9159215390273533,0.0,0.0
TP_0153,0.0,384.0,378.5345040683654,1.0,0.0,1.0144385673509106,1.0144385673509106,384.0
TP_0154,164.0,212.0,51.62095176865494,1.0,3.177004576261676,4.1068595741919225,0.9298549979302466,48.0
TP_0155,0.0,0.0,0.0,0.0,,,,0.0
TP_0156,0.0,516.0,512.7981229569813,2.0,0.0,1.0062439328454549,1.0062439328454549,516.0
TP_0157,0.0,0.0,0.0,0.0,,,,0.0
TP_0158,0.0,0.0,0.0,0.0,,,,0.0
TP_0159,0.0,0.0,0.0,0.0,,,,0.0
TP_0160,0.0,0.0,0.0,0.0,,,,0.0
TP_0161,0.0,0.0,0.0,0.0,,,,0.0
TP_0162,0.0,4552.0,4517.343327272861,1.0,0.0,1.0076719147109994,1.0076719147109994,4552.0
TP_0163,1944.0,1976.0,1785.1902567913444,5.0,1.0889595619315648,1.1068848222102736,0.017925260278708777,32.0
TP_0164,3616.0,3616.0,3469.4341991442916,5.0,1.0422448711930774,1.0422448711930774,0.0,0.0
TP_0165,132.0,4356.0,4400.693011777128,19.0,0.029995275663797,0.989844096905301,0.959848821241504,4224.0
TP_0166,1552.0,4080.0,4142.81208702349,10.0,0.3746247639040453,0.98483829686115,0.6102135329571047,2528.0
TP_0167,4276.0,4276.0,3651.27484917773,3.0,1.1710978155925342,1.1710978155925342,0.0,0.0
TP_0168,1404.0,1404.0,1094.684708681988,1.0,1.2825610779659387,1.2825610779659387,0.0,0.0
TP_0169,0.0,0.0,0.0,0.0,,,,0.0
TP_0170,0.0,0.0,0.0,0.0,,,,0.0
TP_0171,0.0,0.0,0.0,0.0,,,,0.0
TP_0172,0.0,0.0,0.0,0.0,,,,0.0
TP_0173,0.0,0.0,0.0,0.0,,,,0.0
TP_0174,56.0,1720.0,1795.2489046959533,3.0,0.031193446130793914,0.9580844168743845,0.9268909707435906,1664.0
TP_0175,0.0,1720.0,1726.3219848943093,5.0,0.0,0.996337887746534,0.996337887746534,1720.0
TP_0176,0.0,1600.0,1607.3417372702468,4.0,0.0,0.9954323731537543,0.9954323731537543,1600.0
TP_0177,308.0,1468.0,1589.3414774376777,7.0,0.19379095327994264,0.9236529851134928,0.7298620318335501,1160.0
TP_0178,3884.0,3884.0,3700.610501648485,5.0,1.049556552430963,1.049556552430963,0.0,0.0
TP_0179,696.0,772.0,764.3561674206419,3.0,0.9105702677178452,1.0100003544226674,0.09943008670482223,76.0
TP_0180,804.0,1364.0,1459.7451141650995,6.0,0.5507810865048501,0.9344097039709149,0.3836286174660648,560.0
TP_0181,1104.0,1104.0,1245.2009352812313,3.0,0.8866038955798401,0.8866038955798401,0.0,0.0
TP_0182,0.0,40.0,42.31804081284361,1.0,0.0,0.9452233428505017,0.9452233428505017,40.0
TP_0183,1456.0,1708.0,1673.9108301390627,4.0,0.8698193319407824,1.0203649855459178,0.1505456536051354,252.0
TP_0184,2212.0,2212.0,3786.902819549465,3.0,0.5841185014257022,0.5841185014257022,0.0,0.0
TP_0185,1368.0,3212.0,4495.9924784993345,5.0,0.3042709716579884,0.7144140065536979,0.4101430348957095,1844.0
TP_0186,1436.0,1908.0,1946.9346101893423,6.0,0.7375697121437206,0.9800020966366426,0.24243238449292204,472.0
TP_0187,2364.0,2364.0,2244.307291067561,3.0,1.0533316936628156,1.0533316936628156,0.0,0.0
TP_0188,964.0,964.0,1228.3540190856834,2.0,0.784790040185277,0.784790040185277,0.0,0.0
TP_0189,1868.0,1936.0,1995.224296916524,2.0,0.936235591600834,0.9703169728796652,0.0340813812788312,68.0
TP_0190,0.0,1108.0,1107.1774170577041,1.0,0.0,1.0007429549497875,1.0007429549497875,1108.0
TP_0191,0.0,0.0,0.0,0.0,,,,0.0
TP_0192,1832.0,1832.0,1892.7609189355367,3.0,0.9678982599821916,0.9678982599821916,0.0,0.0
TP_0193,3916.0,4140.0,3973.3447402739266,7.0,0.9855676403578378,1.0419433174365293,0.05637567707869151,224.0
TP_0194,3356.0,3356.0,2984.4818978989288,6.0,1.1244832821276682,1.1244832821276682,0.0,0.0
TP_0195,4412.0,4412.0,4324.557649563762,5.0,1.0202199525412867,1.0202199525412867,0.0,0.0
TP_0196,4256.0,4464.0,4210.282625148561,8.0,1.0108585049797758,1.0602613642457046,0.0494028592659288,208.0
TP_0197,3148.0,3148.0,553.6584911930992,2.0,5.685815444131017,5.685815444131017,0.0,0.0
TP_0198,164.0,164.0,0.0,0.0,,,,0.0
TP_0199,0.0,0.0,0.0,0.0,,,,0.0
TP_0200,0.0,0.0,0.0,0.0,,,,0.0
TP_0201,0.0,280.0,285.0948075836551,1.0,0.0,0.982129426955066,0.982129426955066,280.0
TP_0202,0.0,408.0,407.27893140472196,1.0,0.0,1.0017704539559438,1.0017704539559438,408.0
TP_0203,0.0,1172.0,1174.0930974562662,2.0,0.0,0.9982172644905238,0.9982172644905238,1172.0
TP_0204,0.0,1988.0,1986.3419865644141,3.0,0.0,1.0008347069370735,1.0008347069370735,1988.0
TP_0205,0.0,3396.0,3406.9553609799605,6.0,0.0,0.9967844131139982,0.9967844131139982,3396.0
TP_0206,0.0,56.0,54.41367726556334,1.0,0.0,1.029153014722653,1.029153014722653,56.0
TP_0207,0.0,44.0,56.73094677776003,1.0,0.0,0.7755907930175618,0.7755907930175618,44.0
TP_0208,1148.0,1148.0,1144.1596366866029,2.0,1.0033564925647251,1.0033564925647251,0.0,0.0
TP_0209,1300.0,1344.0,1355.3549166444757,4.0,0.9591583606886374,0.9916221821273297,0.03246382143869231,44.0
TP_0210,3580.0,3580.0,3064.7692979350372,4.0,1.1681140248997248,1.1681140248997248,0.0,0.0
TP_0211,1188.0,1192.0,1001.3069589739433,3.0,1.1864493593626517,1.1904441383504047,0.003994778987753023,4.0
TP_0212,9064.0,9200.0,9186.980263617826,2.0,0.9866136358097065,1.0014171943346535,0.01480355852494697,136.0
TP_0213,7176.0,7176.0,7320.6332401416075,5.0,0.9802430697731813,0.9802430697731813,0.0,0.0
TP_0214,4384.0,4384.0,4674.2613860122765,4.0,0.9379021920167144,0.9379021920167144,0.0,0.0
TP_0215,4032.0,4032.0,3616.633632889607,5.0,1.114848892443254,1.114848892443254,0.0,0.0
TP_0216,192.0,1276.0,1224.161002818362,4.0,0.15684211436074352,1.042346551689108,0.8855044373283645,1084.0
TP_0217,1808.0,2692.0,2509.6819027599895,3.0,0.720410024079815,1.0726458986852112,0.3522358746053962,884.0
TP_0218,6004.0,6060.0,5196.915046616826,2.0,1.1553007786626384,1.1660764021811438,0.010775623518505473,56.0
TP_0219,132.0,4324.0,4188.616943909237,2.0,0.03151398224465099,1.0323216608020522,1.0008076785574012,4192.0
TP_0220,0.0,0.0,0.0,0.0,,,,0.0
TP_0221,552.0,552.0,521.9439491308297,1.0,1.0575848248058461,1.0575848248058461,0.0,0.0
TP_0222,1684.0,1928.0,1700.929057485767,3.0,0.9900471701560611,1.1334981853093147,0.14345101515325354,244.0
TP_0223,4264.0,4264.0,1904.158573165357,4.0,2.239309299178685,2.239309299178685,0.0,0.0
TP_0224,2144.0,2352.0,2184.458053193191,5.0,0.981479134774847,1.0766972597903173,0.09521812501547022,208.0
TP_0225,1340.0,2088.0,2055.0206846210212,5.0,0.6520615631891401,1.0160481671186004,0.36398660392946025,748.0
TP_0226,1304.0,1928.0,1801.4706553640058,7.0,0.723853034251348,1.0702366948133428,0.3463836605619949,624.0
TP_0227,516.0,2736.0,2237.2768347131287,5.0,0.23063752862133546,1.222915268038709,0.9922777394173735,2220.0
TP_0228,0.0,84.0,83.31521028325623,1.0,0.0,1.0082192640985435,1.0082192640985435,84.0
TP_0229,0.0,144.0,147.05238757866402,1.0,0.0,0.9792428560397826,0.9792428560397826,144.0
TP_0230,0.0,2024.0,2113.5992034749324,5.0,0.0,0.9576082337050356,0.9576082337050356,2024.0
TP_0231,0.0,2196.0,2196.278398590548,3.0,0.0,0.9998732407554859,0.9998732407554859,2196.0
TP_0232,732.0,732.0,865.4802622370393,1.0,0.8457731873722598,0.8457731873722598,0.0,0.0
TP_0233,0.0,1312.0,1314.5511697926997,4.0,0.0,0.9980592845289529,0.9980592845289529,1312.0
TP_0234,0.0,1580.0,1581.096645883687,5.0,0.0,0.9993064017392346,0.9993064017392346,1580.0
TP_0235,0.0,1232.0,1226.6788596699398,5.0,0.0,1.0043378430207006,1.0043378430207006,1232.0
TP_0236,0.0,104.0,111.16095541252334,1.0,0.0,0.9355802998818361,0.9355802998818361,104.0
TP_0237,4.0,844.0,837.6718472252826,2.0,0.004775139588670268,1.0075544532094267,1.0027793136207563,840.0
TP_0238,136.0,2428.0,2291.240911883445,3.0,0.05935648202449621,1.0596877820255648,1.0003313000010685,2292.0
TP_0239,4248.0,4248.0,4282.598260834443,4.0,0.9919211985978573,0.9919211985978573,0.0,0.0
TP_0240,1096.0,1300.0,1353.5695394930779,5.0,0.809710892585881,0.9604235039796034,0.15071261139372238,204.0
TP_0241,3272.0,4608.0,4279.200816059777,5.0,0.7646287567809935,1.0768365865668759,0.31220782978588235,1336.0
TP_0242,5180.0,5180.0,1778.448988581095,5.0,2.9126503111752307,2.9126503111752307,0.0,0.0
